,Unnamed: 0,prompts,inputs,outputs,max_gen_length,category,name,description,id,signature,test_list,gen_code,code_test
0,0,"['Assign the string ""{A}"" to a variable named ""my_string"".', 'Lowercase the given string ""my_string"".', 'Assign the distinct characters of the string to a variable named ""chars"".', 'Sort these characters in alphabetical order.', 'Print the resulting list of characters.']","[{'A': 'abcde'}, {'A': 'abcdecadeCADE'}, {'A': 'aaaaAAAAaaaa'}, {'A': 'Jerry jERRY JeRRRY'}, {'A': 'ddddc'}]","[['a', 'b', 'c', 'd', 'e'], ['a', 'b', 'c', 'd', 'e'], ['a'], [' ', 'e', 'j', 'r', 'y'], ['c', 'd']]",128.0,string,Sandwich string,Append a string in the middle of another string.,1,def sandwich_string(A):,"[""assert sandwich_string('abcde') == ['a', 'b', 'c', 'd', 'e']"", ""assert sandwich_string('abcdecadeCADE') == ['a', 'b', 'c', 'd', 'e']"", ""assert sandwich_string('aaaaAAAAaaaa') == ['a']"", ""assert sandwich_string('Jerry jERRY JeRRRY') == [' ', 'e', 'j', 'r', 'y']"", ""assert sandwich_string('ddddc') == ['c', 'd']""]","def sandwich_string(A):
"
1,1,"['Define a list of integers named ""numbers"" with the values {numbers}.', 'Calculate the sum of the elements in variable ""numbers"" and store the result to variable ""total"".', 'Divide each element of the list by the total and multiply by 100, store the result to variable ""normalized"".', 'Convert each element in variable ""normalized"" into a formatted string with single decimal point and store the result into ""formatted"".', 'Print the variable ""formatted"".']","[{'numbers': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]}, {'numbers': [56, 97, 19, 57, 69]}, {'numbers': []}, {'numbers': [1]}, {'numbers': [10000, 1]}]","[['1.8', '3.6', '5.5', '7.3', '9.1', '10.9', '12.7', '14.5', '16.4', '18.2'], ['18.8', '32.6', '6.4', '19.1', '23.2'], [], ['100.0'], ['100.0', '0.0']]",128.0,math,Normalize integer list,Normalize a list of positive integers and print formatted percentages.,2,def normalize_integer_list(numbers):,"[""assert normalize_integer_list([1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) == ['1.8', '3.6', '5.5', '7.3', '9.1', '10.9', '12.7', '14.5', '16.4', '18.2']"", ""assert normalize_integer_list([56, 97, 19, 57, 69]) == ['18.8', '32.6', '6.4', '19.1', '23.2']"", 'assert normalize_integer_list([]) == []', ""assert normalize_integer_list([1]) == ['100.0']"", ""assert normalize_integer_list([10000, 1]) == ['100.0', '0.0']""]","def normalize_integer_list(numbers):
	#Define a list of integers named ""numbers"" with the values {numbers}.
	#Return the list of integers.
	#Calculate the sum of the elements in variable ""numbers"" and store the result to variable ""total"".
	#Return the total.
	#Calculate the product of the elements in variable ""numbers"" and store the result to variable ""product"".
	#Return the product.
	#Calculate the difference between the product and the total and store the result to variable ""difference"".
	#Return the difference.
	#Calculate the quotient of the difference and the total and store the result to variable ""quotient"".
	#Return the quotient.
	#Calculate the remainder of the quotient and the total and store the result to variable ""remainder"".
	#Return the remainder.
	#
	#Divide each element of the list by the total and multiply by 100, store the result to variable ""normalized"".
	#Return the normalized list.
	#
	#Create a variable named ""total"" and initialize it to 0.
	#Create a variable named ""product"" and initialize it to 1.
	#Create a variable named ""difference"" and initialize it to 0.
	#Create a variable named ""quotient"" and initialize it to 0.
	#Create a variable named ""remainder"" and initialize it to 0.
	#Create a variable named ""normalized"" and initialize it to the list of integers.
	#
	#For each element in the list
	#Convert each element in variable ""normalized"" into a formatted string with single decimal point and store the result into ""formatted"".
	#Add the formatted string to the variable ""total"".
	#
	#Return the total.
	#
	#For each element in the list
	#Convert each element in variable ""normalized"" into a formatted string with two decimal points and store the result into ""formatted"".
	#Add the formatted string to the variable ""product"".
	#
	#Return the product.
	#
	#For each element in the list
	#Convert each element in variable ""normalized"" into a formatted string with three decimal points and store the result into ""formatted"".
	#Add
	#Print the variable ""formatted"".
	#
	#Return the list of integers.
	#
	#For each element in the list
	#Convert each element in variable ""normalized"" into a formatted string with four decimal points and store the result into ""formatted"".
	#Add the formatted string to the variable ""difference"".
	#
	#Return the difference.
	#
	#For each element in the list
	#Convert each element in variable ""normalized"" into a formatted string with five decimal points and store the result into ""formatted"".
	#Add the formatted string to the variable ""quotient"".","def normalize_integer_list(numbers):
	#Define a list of integers named ""numbers"" with the values {numbers}.
	#Return the list of integers.
	#Calculate the sum of the elements in variable ""numbers"" and store the result to variable ""total"".
	#Return the total.
	#Calculate the product of the elements in variable ""numbers"" and store the result to variable ""product"".
	#Return the product.
	#Calculate the difference between the product and the total and store the result to variable ""difference"".
	#Return the difference.
	#Calculate the quotient of the difference and the total and store the result to variable ""quotient"".
	#Return the quotient.
	#Calculate the remainder of the quotient and the total and store the result to variable ""remainder"".
	#Return the remainder.
	#
	#Divide each element of the list by the total and multiply by 100, store the result to variable ""normalized"".
	#Return the normalized list.
	#
	#Create a variable named ""total"" and initialize it to 0.
	#Create a variable named ""product"" and initialize it to 1.
	#Create a variable named ""difference"" and initialize it to 0.
	#Create a variable named ""quotient"" and initialize it to 0.
	#Create a variable named ""remainder"" and initialize it to 0.
	#Create a variable named ""normalized"" and initialize it to the list of integers.
	#
	#For each element in the list
	#Convert each element in variable ""normalized"" into a formatted string with single decimal point and store the result into ""formatted"".
	#Add the formatted string to the variable ""total"".
	#
	#Return the total.
	#
	#For each element in the list
	#Convert each element in variable ""normalized"" into a formatted string with two decimal points and store the result into ""formatted"".
	#Add the formatted string to the variable ""product"".
	#
	#Return the product.
	#
	#For each element in the list
	#Convert each element in variable ""normalized"" into a formatted string with three decimal points and store the result into ""formatted"".
	#Add
	#Print the variable ""formatted"".
	#
	#Return the list of integers.
	#
	#For each element in the list
	#Convert each element in variable ""normalized"" into a formatted string with four decimal points and store the result into ""formatted"".
	#Add the formatted string to the variable ""difference"".
	#
	#Return the difference.
	#
	#For each element in the list
	#Convert each element in variable ""normalized"" into a formatted string with five decimal points and store the result into ""formatted"".
"
2,2,"['Write a function that takes an integer minutes and converts it to seconds.', 'Write a function that takes an integer hours and converts it to seconds.', 'Print the total seconds of {a1} hours and {a2} minutes.']","[{'a1': 2, 'a2': 13}, {'a1': 1, 'a2': 2}, {'a1': 32, 'a2': 32}, {'a1': 0, 'a2': 32}, {'a1': 1, 'a2': 1}]","[7980, 3720, 117120, 1920, 3660]",128.0,math,Convert time,Convert units of time.,3,"def convert_time(a1,a2):","['assert convert_time(2,13) == 7980', 'assert convert_time(1,2) == 3720', 'assert convert_time(32,32) == 117120', 'assert convert_time(0,32) == 1920', 'assert convert_time(1,1) == 3660']","def convert_time(a1,a2):
	#Write a function that takes an integer minutes and converts it to seconds.
	#For example, convert_time(10, 30) should return 600.
	#Hint: Use the modulo operator.
	#Write a function that takes an integer hours and converts it to seconds.
	#For example, convert_time(10, 30) should return 600.
	#Hint: Use the modulo operator.
	#Write a function that takes an integer hours and converts it to seconds.
	#For example, convert_time(10, 30) should return 600.
	#Hint: Use the modulo operator.
	#Write a function that takes an integer hours and converts it to seconds.
	#For example, convert_time(10, 30) should return 600.
	#Print the total seconds of {a1} hours and {a2} minutes.
	#Hint: Use the modulo operator.
	#Write a function that takes an integer hours and converts it to seconds.
	#For example, convert_time(10, 30) should return 600.
	#Hint: Use the modulo operator.
	#Write a function that takes an integer hours and converts it to seconds.
	#For example, convert_time(10, 30) should return 600.
	#Hint: Use the modulo operator.
	#Write a function that takes an integer hours and converts it to seconds","def convert_time(a1,a2):
	#Write a function that takes an integer minutes and converts it to seconds.
	#For example, convert_time(10, 30) should return 600.
	#Hint: Use the modulo operator.
	#Write a function that takes an integer hours and converts it to seconds.
	#For example, convert_time(10, 30) should return 600.
	#Hint: Use the modulo operator.
	#Write a function that takes an integer hours and converts it to seconds.
	#For example, convert_time(10, 30) should return 600.
	#Hint: Use the modulo operator.
	#Write a function that takes an integer hours and converts it to seconds.
	#For example, convert_time(10, 30) should return 600.
	#Print the total seconds of {a1} hours and {a2} minutes.
	#Hint: Use the modulo operator.
	#Write a function that takes an integer hours and converts it to seconds.
	#For example, convert_time(10, 30) should return 600.
	#Hint: Use the modulo operator.
	#Write a function that takes an integer hours and converts it to seconds.
	#For example, convert_time(10, 30) should return 600.
	#Hint: Use the modulo operator.
"
3,3,"['Implement a function which returns the n-th Fibonacci number.', 'Implement a function that computes the square of an integer argument.', 'Print out the square of {a1}-th Fibonacci number.']","[{'a1': 1}, {'a1': 2}, {'a1': 3}, {'a1': 4}, {'a1': 10}]","[1, 1, 4, 9, 3025]",128.0,math,Squared Fibonacci,Print the squared fibonacci numbers.,4,def squared_fibonacci(a1):,"['assert squared_fibonacci(1) == 1', 'assert squared_fibonacci(2) == 1', 'assert squared_fibonacci(3) == 4', 'assert squared_fibonacci(4) == 9', 'assert squared_fibonacci(10) == 3025']","def squared_fibonacci(a1):
	#Implement a function which returns the n-th Fibonacci number.
	#The Fibonacci sequence is defined as follows:
	#F(0) = 0
	#F(1) = 1
	#F(n) = F(n-1) + F(n-2)
	#For example, F(5) = 5 + 8 = 13.
	#Write a function which takes an integer as input and returns the nth Fibonacci number.
	#For example, nth_fibonacci(5) = 13.
	#Note: The Fibonacci sequence is defined as follows:
	#Implement a function that computes the square of an integer argument.
	#For example, square_of_a_number(2) = 4.
	#Implement a function that computes the cube of an integer argument.
	#For example, cube_of_a_number(2) = 8.
	#Implement a function that computes the sum of two integers.
	#For example, sum_two_numbers(2, 3) = 5.
	#Implement a function that computes the difference of two integers.
	#For example, difference_of_two_numbers(2, 3) = 1.
	#Print out the square of {a1}-th Fibonacci number.
	#For example, print_nth_fibonacci(5) = 13.
	#Print out the cube of {a1}-th Fibonacci number.
	#For example, print_nth_fibonacci(5) = 25.
	#Print out the sum of {a1}-th Fibonacci number.
	#For example, print_nth_fibonacci(5) = 15.
	#Print out the difference of {a1}-th Fibonacci number.
	#For example, print_nth_fibonacci(5) =","def squared_fibonacci(a1):
	#Implement a function which returns the n-th Fibonacci number.
	#The Fibonacci sequence is defined as follows:
	#F(0) = 0
	#F(1) = 1
	#F(n) = F(n-1) + F(n-2)
	#For example, F(5) = 5 + 8 = 13.
	#Write a function which takes an integer as input and returns the nth Fibonacci number.
	#For example, nth_fibonacci(5) = 13.
	#Note: The Fibonacci sequence is defined as follows:
	#Implement a function that computes the square of an integer argument.
	#For example, square_of_a_number(2) = 4.
	#Implement a function that computes the cube of an integer argument.
	#For example, cube_of_a_number(2) = 8.
	#Implement a function that computes the sum of two integers.
	#For example, sum_two_numbers(2, 3) = 5.
	#Implement a function that computes the difference of two integers.
	#For example, difference_of_two_numbers(2, 3) = 1.
	#Print out the square of {a1}-th Fibonacci number.
	#For example, print_nth_fibonacci(5) = 13.
	#Print out the cube of {a1}-th Fibonacci number.
	#For example, print_nth_fibonacci(5) = 25.
	#Print out the sum of {a1}-th Fibonacci number.
	#For example, print_nth_fibonacci(5) = 15.
	#Print out the difference of {a1}-th Fibonacci number.
"
4,4,"['Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".', 'Count the number of negative numbers in the list as ""n_neg"".', 'Count the number of positive numbers in the list as ""n_pos"".', 'Print out the larger number of those two.']","[{'A': '[1,2,3,4]'}, {'A': '[-1,2,3,4]'}, {'A': '[-1,-2,-3,-4]'}, {'A': '[-1000000, 1, 2]'}, {'A': '[-1, 0.2, 0.3, 0.4]'}]","[4, 3, 4, 2, 3]",128.0,array,Count negative numbers,Count negative numbers in a given list.,5,def count_negative_numbers(A):,"['assert count_negative_numbers([1, 2, 3, 4]) == 4', 'assert count_negative_numbers([-1, 2, 3, 4]) == 3', 'assert count_negative_numbers([-1, -2, -3, -4]) == 4', 'assert count_negative_numbers([-1000000, 1, 2]) == 2', 'assert count_negative_numbers([-1, 0.2, 0.3, 0.4]) == 3']","def count_negative_numbers(A):
	#Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".
	my_numbers = A
	#Assign the variable ""my_numbers"" to a variable named ""negative_numbers"".
	negative_numbers = []
	#Iterate over the list of numbers ""{my_numbers}"" and add the number to the list ""{negative_numbers}"".
	for i in my_numbers:
		if i < 0:
			negative_numbers.append(i)
	#Return the list ""{negative_numbers}"".
	#Count the number of negative numbers in the list as ""n_neg"".
	n_neg = len(negative_numbers)
	#Return the number of negative numbers in the list as ""n_neg"".
	#Count the number of positive numbers in the list as ""n_pos"".
	n_pos = len(my_numbers) - n_neg
	#Return the number of positive numbers in the list as ""n_pos"".
	#Return the sum of the two numbers as ""sum"".
	sum = n_neg + n_pos
	#Return the sum of the two numbers as ""sum"".
	#Print out the larger number of those two.
	if n_neg > n_pos:
	else:
	#Print out the larger number of those two.
	if sum > n_neg:
	else:","def count_negative_numbers(A):
	#Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".
	my_numbers = A
	#Assign the variable ""my_numbers"" to a variable named ""negative_numbers"".
	negative_numbers = []
	#Iterate over the list of numbers ""{my_numbers}"" and add the number to the list ""{negative_numbers}"".
	for i in my_numbers:
		if i < 0:
			negative_numbers.append(i)
	#Return the list ""{negative_numbers}"".
	#Count the number of negative numbers in the list as ""n_neg"".
	n_neg = len(negative_numbers)
	#Return the number of negative numbers in the list as ""n_neg"".
	#Count the number of positive numbers in the list as ""n_pos"".
	n_pos = len(my_numbers) - n_neg
	#Return the number of positive numbers in the list as ""n_pos"".
	#Return the sum of the two numbers as ""sum"".
	sum = n_neg + n_pos
	#Return the sum of the two numbers as ""sum"".
	#Print out the larger number of those two.
	if n_neg > n_pos:
	else:
	#Print out the larger number of those two.
	if sum > n_neg:
"
5,5,"['Import the pandas library.', 'Create a dataframe with a column labeled ""Yes"" with values [{a1}, {a2}] and a column named ""No"" with values [{a3}, {a4}].', 'Compute the mean per column and store the value in a variable named means.', 'Print the variable means.']","[{'a1': '50', 'a2': '21', 'a3': '131', 'a4': '2'}, {'a1': '-10', 'a2': '10', 'a3': '-20', 'a4': '20'}, {'a1': '1', 'a2': '2', 'a3': '3', 'a4': '4'}, {'a1': '-1', 'a2': '-2', 'a3': '-3', 'a4': '-4'}, {'a1': '-10', 'a2': '-20', 'a3': '-30', 'a4': '-40'}]","[[35.5, 66.5], [0.0, 0.0], [1.5, 3.5], [-1.5, -3.5], [-15.0, -35.0]]",128.0,data science,Pandas mean,Construct and compute the mean of a pandas df.,6,"def pandas_mean(a1,a2,a3,a4):","['assert pandas_mean(50,21,131,2) == [35.5, 66.5]', 'assert pandas_mean(-10,10,-20,20) == [0.0, 0.0]', 'assert pandas_mean(1,2,3,4) == [1.5, 3.5]', 'assert pandas_mean(-1,-2,-3,-4) == [-1.5, -3.5]', 'assert pandas_mean(-10,-20,-30,-40) == [-15.0, -35.0]']","def pandas_mean(a1,a2,a3,a4):
	#Import the pandas library.
	import pandas as pd
	#Create a dataframe from the lists.
	df = pd.DataFrame({'a1':a1,'a2':a2,'a3':a3,'a4':a4})
	#Calculate the mean of the dataframe.
	mean = df.mean()
	#Return the mean.
	#Create a dataframe with a column labeled ""Yes"" with values [{a1}, {a2}] and a column named ""No"" with values [{a3}, {a4}].
	df_yes = pd.DataFrame({'Yes': [mean['a1'],mean['a2']], 'No': [mean['a3'],mean['a4']]})
	#Return the dataframe.
	#Compute the mean per column and store the value in a variable named means.
	means = df_yes.mean()
	#Return the mean per column.
	#Create a dataframe with a column labeled ""Yes"" with values [{a1}, {a2}] and a column named ""No"" with values [{a3}, {a4}].
	df_yes = pd.DataFrame({'Yes': [means['Yes'],means['No']], 'No': [means['Yes'],means['No']]})
	#Return the dataframe.
	#Compute the mean per column and store the value in a variable named means.
	means = df_yes.mean
	#Print the variable means.
	return means","def pandas_mean(a1,a2,a3,a4):
	#Import the pandas library.
	import pandas as pd
	#Create a dataframe from the lists.
	df = pd.DataFrame({'a1':a1,'a2':a2,'a3':a3,'a4':a4})
	#Calculate the mean of the dataframe.
	mean = df.mean()
	#Return the mean.
	#Create a dataframe with a column labeled ""Yes"" with values [{a1}, {a2}] and a column named ""No"" with values [{a3}, {a4}].
	df_yes = pd.DataFrame({'Yes': [mean['a1'],mean['a2']], 'No': [mean['a3'],mean['a4']]})
	#Return the dataframe.
	#Compute the mean per column and store the value in a variable named means.
	means = df_yes.mean()
	#Return the mean per column.
	#Create a dataframe with a column labeled ""Yes"" with values [{a1}, {a2}] and a column named ""No"" with values [{a3}, {a4}].
	df_yes = pd.DataFrame({'Yes': [means['Yes'],means['No']], 'No': [means['Yes'],means['No']]})
	#Return the dataframe.
	#Compute the mean per column and store the value in a variable named means.
	means = df_yes.mean
	#Print the variable means.
"
6,6,"['Write a function that returns a number, for numbers multiple of {a1} print ""fizz"" instead of a number, for numbers multiple of {a2} print ""buzz"", for numbers which are multiples of both {a1} and {a2} ""fizzbuzz"".', 'Create a list of integers ranging from {a3} to {a4}.', 'Call the written function for each element in the list and store the result as ""new_list"".', 'Print out the list ""new_list"".']","[{'a1': 3, 'a2': 5, 'a3': 0, 'a4': 4}, {'a1': 5, 'a2': 3, 'a3': 0, 'a4': 9}, {'a1': 9, 'a2': 3, 'a3': 0, 'a4': 2}, {'a1': 2, 'a2': 4, 'a3': 0, 'a4': 7}, {'a1': 2, 'a2': 4, 'a3': 4, 'a4': 7}]","[['fizzbuzz', 1, 2, 'fizz', 4], ['fizzbuzz', 1, 2, 'buzz', 4, 'fizz', 'buzz', 7, 8, 'buzz'], ['fizzbuzz', 1, 2], ['fizzbuzz', 1, 'fizz', 3, 'fizzbuzz', 5, 'fizz', 7], ['fizzbuzz', 5, 'fizz', 7]]",128.0,algorithm,Fizz buzz,Solve the fizz buzz problem.,7,"def fizz_buzz(a1,a2,a3,a4):","[""assert fizz_buzz(3,5,0,4) == ['fizzbuzz', 1, 2, 'fizz', 4]"", ""assert fizz_buzz(5,3,0,9) == ['fizzbuzz', 1, 2, 'buzz', 4, 'fizz', 'buzz', 7, 8, 'buzz']"", ""assert fizz_buzz(9,3,0,2) == ['fizzbuzz', 1, 2]"", ""assert fizz_buzz(2,4,0,7) == ['fizzbuzz', 1, 'fizz', 3, 'fizzbuzz', 5, 'fizz', 7]"", ""assert fizz_buzz(2,4,4,7) == ['fizzbuzz', 5, 'fizz', 7]""]","def fizz_buzz(a1,a2,a3,a4):
	#Write a function that returns a number, for numbers multiple of {a1} print ""fizz"" instead of a number, for numbers multiple of {a2} print ""buzz"", for numbers which are multiples of both {a1} and {a2} ""fizzbuzz"".
	#For numbers which are multiples of {a3} print ""fizz"" for numbers which are multiples of {a4} print ""buzz"" for numbers which are multiples of both {a3} and {a4} ""fizzbuzz"".
	#For numbers which are multiples of both {a1} and {a2} print ""fizzbuzz"" for numbers which are multiples of {a3} and {a4} ""fizzbuzz"".
	#For numbers which are multiples of {a1} and {a2} and {a3} print
	#Create a list of integers ranging from {a3} to {a4}.
	#Create a for loop that iterates through the list.
	#If the current number is divisible by {a1} or {a2} print ""fizz""
	#If the current number is divisible by {a3} print ""buzz""
	#If the current number is divisible by both {a1} and {a2} print ""fizzbuzz""
	#If the current number is divisible by {a1} and {a2} and {a3} print ""fizzbuzz""
	#If the current number is not divisible by {a1} or
	#Call the written function for each element in the list and store the result as ""new_list"".
	#Return the new list.
	#Create a variable called new_list and initialize it to an empty list.
	#Create a for loop that iterates through the list.
	#If the current number is divisible by {a1} or {a2} print ""fizz""
	#If the current number is divisible by {a3} print ""buzz""
	#If the current number is divisible by both {a1} and {a2} print ""fizzbuzz""
	#If the current number is divisible by {a1} and {a2} and
	#Print out the list ""new_list"".
	#Return the new list.
	#Create a variable called new_list and initialize it to an empty list.
	#Create a for loop that iterates through the list.
	#If the current number is divisible by {a1} or {a2} print ""fizz""
	#If the current number is divisible by {a3} print ""buzz""
	#If the current number is divisible by both {a1} and {a2} print ""fizzbuzz""
	#If the current number is divisible by {a1} and {a2} and","def fizz_buzz(a1,a2,a3,a4):
	#Write a function that returns a number, for numbers multiple of {a1} print ""fizz"" instead of a number, for numbers multiple of {a2} print ""buzz"", for numbers which are multiples of both {a1} and {a2} ""fizzbuzz"".
	#For numbers which are multiples of {a3} print ""fizz"" for numbers which are multiples of {a4} print ""buzz"" for numbers which are multiples of both {a3} and {a4} ""fizzbuzz"".
	#For numbers which are multiples of both {a1} and {a2} print ""fizzbuzz"" for numbers which are multiples of {a3} and {a4} ""fizzbuzz"".
	#For numbers which are multiples of {a1} and {a2} and {a3} print
	#Create a list of integers ranging from {a3} to {a4}.
	#Create a for loop that iterates through the list.
	#If the current number is divisible by {a1} or {a2} print ""fizz""
	#If the current number is divisible by {a3} print ""buzz""
	#If the current number is divisible by both {a1} and {a2} print ""fizzbuzz""
	#If the current number is divisible by {a1} and {a2} and {a3} print ""fizzbuzz""
	#If the current number is not divisible by {a1} or
	#Call the written function for each element in the list and store the result as ""new_list"".
	#Return the new list.
	#Create a variable called new_list and initialize it to an empty list.
	#Create a for loop that iterates through the list.
	#If the current number is divisible by {a1} or {a2} print ""fizz""
	#If the current number is divisible by {a3} print ""buzz""
	#If the current number is divisible by both {a1} and {a2} print ""fizzbuzz""
	#If the current number is divisible by {a1} and {a2} and
	#Print out the list ""new_list"".
	#Return the new list.
	#Create a variable called new_list and initialize it to an empty list.
	#Create a for loop that iterates through the list.
	#If the current number is divisible by {a1} or {a2} print ""fizz""
	#If the current number is divisible by {a3} print ""buzz""
	#If the current number is divisible by both {a1} and {a2} print ""fizzbuzz""
"
7,7,"['Write a function that can take a string and return a list of word bigrams as pairs.', 'Assign the string ""{a1}"" to a variable named sentence.', 'Print out the bi-grams for the variable named sentence.']","[{'a1': 'Have free hours and love children? Drive kids to school, soccer practice and other activities.'}, {'a1': 'Hello World Foo Bar'}, {'a1': 'AA BB CC'}, {'a1': 'abc de'}, {'a1': 'AB CD EF'}]","[[['Have', 'free'], ['free', 'hours'], ['hours', 'and'], ['and', 'love'], ['love', 'children?'], ['children?', 'Drive'], ['Drive', 'kids'], ['kids', 'to'], ['to', 'school,'], ['school,', 'soccer'], ['soccer', 'practice'], ['practice', 'and'], ['and', 'other'], ['other', 'activities.']], [['Hello', 'World'], ['World', 'Foo'], ['Foo', 'Bar']], [['AA', 'BB'], ['BB', 'CC']], [['abc', 'de']], [['AB', 'CD'], ['CD', 'EF']]]",128.0,string,Bi-grams,Print the bi-grams of a sentence.,8,def bi-grams(a1):,"[""assert bi-grams('Have free hours and love children? Drive kids to school, soccer practice and other activities.') == [['Have', 'free'], ['free', 'hours'], ['hours', 'and'], ['and', 'love'], ['love', 'children?'], ['children?', 'Drive'], ['Drive', 'kids'], ['kids', 'to'], ['to', 'school,'], ['school,', 'soccer'], ['soccer', 'practice'], ['practice', 'and'], ['and', 'other'], ['other', 'activities.']]"", ""assert bi-grams('Hello World Foo Bar') == [['Hello', 'World'], ['World', 'Foo'], ['Foo', 'Bar']]"", ""assert bi-grams('AA BB CC') == [['AA', 'BB'], ['BB', 'CC']]"", ""assert bi-grams('abc de') == [['abc', 'de']]"", ""assert bi-grams('AB CD EF') == [['AB', 'CD'], ['CD', 'EF']]""]","def bi-grams(a1):
	#Write a function that can take a string and return a list of word bigrams as pairs.
	#For example, bi-grams(""apple"") should return [""app"", ""ple""].
	#You may assume that the string will only contain lowercase letters.
	#You may assume that the string will not be empty.
	#You may assume that the string will not be a single word.
	#You may assume that the string will not consist of multiple spaces.
	#You may assume that the string will not consist of multiple words.
	#You may assume that the string will not consist of multiple bigrams.
	#You may assume that the string will not consist of multiple
	#Assign the string ""{a1}"" to a variable named sentence.
	#Assign the string ""{a1}"" to a variable named words.
	#Assign the string ""{a1}"" to a variable named bigrams.
	#Assign the string ""{a1}"" to a variable named bigrams_list.
	#For example, words = ""apple""
	#bigrams_list = [""app"", ""ple""]
	#bigrams = ""app ple""
	#bigrams_list = [""app"", ""ple""]
	#bigrams = ""app ple""
	#bigrams_list = [""app"", ""ple""]
	#Print out the bi-grams for the variable named sentence.
	#Print out the bi-grams for the variable named words.
	#Print out the bi-grams for the variable named bigrams.
	#Print out the bi-grams for the variable named bigrams_list.
	#Print out the bi-grams for the variable named bigrams.
	#Print out the bi-grams for the variable named bigrams_list.
	#Print out the bi-grams for the variable named bigrams.
