,prompts,inputs,outputs,max_gen_length,category,name,description,id,signature,test_list,gen_code
27,"['Assign the positive floating point number {A} to a variable ""f"".', 'Compute the integer part of the number as variable ""a"".', 'Assign the digits of the fractional part of the floating point number to an integer variable ""b"".', 'Add them together and print the result.']","[{'A': 17.82}, {'A': 1.1}, {'A': 1000000.0000001}, {'A': 0.0101}, {'A': 100.5}]","[99, 2, 1000001, 101, 105]",128.0,math,Sum float digits,Sum numbers before an after the decimal point of a float.,28,def sum_float_digits(A):,"['assert sum_float_digits(17.82) == 99', 'assert sum_float_digits(1.1) == 2', 'assert sum_float_digits(1000000.0000001) == 1000001', 'assert sum_float_digits(0.0101) == 101', 'assert sum_float_digits(100.5) == 105']","['def sum_float_digits(A):\n\t#Assign the positive floating point number {A} to a variable ""f"".\n\tf = A\n\t#Assign the negative floating point number {A} to a variable ""f"".\n\tf = -A\n\t#Assign the integer part of the floating point number {A} to a variable ""f"".\n\tf = int(f)\n\t#Assign the fractional part of the floating point number {A} to a variable ""f"".\n\tf = float(f)\n\t#Return the sum of the positive and negative floating point numbers {A} and {f}.', 'def sum_float_digits(A):\n\t#Compute the integer part of the number as variable ""a"".\n\ta = int(A)\n\t#Compute the fractional part of the number as variable ""b"".\n\tb = A - a\n\t#Compute the sum of the integer and fractional parts.', 'def sum_float_digits(A):\n\t#Assign the digits of the fractional part of the floating point number to an integer variable ""b"".\n\tb = int(A.split(""."")[1])\n\t#Assign the digits of the fractional part of the floating point number to an integer variable ""a"".\n\ta = int(A.split(""."")[0])\n\t#Add the digits of the fractional part of the floating point number to the integer variable ""c"".\n\tc = a + b\n\t#Return the sum of the integer variables ""a"" and ""c"".', 'def sum_float_digits(A):\n\t#Add them together and print the result.\n\tsum = 0\n\tfor i in range(len(A)):\n\t\tsum += A[i]']"
28,"['Assign the string value {s} to a variable ""my_string"".', 'Lowercase the defined string.', 'Count the number of vowels', 'Print out the number']","[{'s': 'CelebrAtion'}, {'s': 'PaLm'}, {'s': 'PrEdictiOn'}, {'s': ''}, {'s': 'ABC'}]","[5, 1, 4, 0, 1]",128.0,string,Count vowels,Count the number of vowels in a string.,29,def count_vowels(s):,"[""assert count_vowels('CelebrAtion') == 5"", ""assert count_vowels('PaLm') == 1"", ""assert count_vowels('PrEdictiOn') == 4"", ""assert count_vowels('') == 0"", ""assert count_vowels('ABC') == 1""]","['def count_vowels(s):\n\t#Assign the string value {s} to a variable ""my_string"".\n\tmy_string = s\n\t#Assign the variable ""vowels"" to a variable ""vowels_count"".\n\tvowels_count = 0\n\t#Assign the variable ""consonants_count"" to a variable ""consonants_count"".\n\tconsonants_count = 0\n\t#Assign the variable ""other_count"" to a variable ""other_count"".\n\tother_count = 0\n\t#Assign the variable ""vowels_count"" to a variable ""vowels_count"".\n\tfor i in my_string:\n\t\tif', ""def count_vowels(s):\n\t#Lowercase the defined string.\n\ts = s.lower()\n\t#Create a list of vowels.\n\tvowels = ['a','e','i','o','u']\n\t#Create a counter variable.\n\tcount = 0\n\t#Iterate through the string.\n\tfor letter in s:\n\t\t#Check if the letter is in the list of vowels.\n\t\tif letter in vowels:\n\t\t\t#Increment the counter.\n\t\t\tcount += 1\n\t#Return the counter."", ""def count_vowels(s):\n\t#Count the number of vowels in the string\n\tvowels = 0\n\tfor letter in s:\n\t\tif letter in 'aeiou':\n\t\t\tvowels += 1"", ""def count_vowels(s):\n\t#Print out the number of vowels in the string\n\tvowels = 0\n\tfor i in range(len(s)):\n\t\tif s[i] in 'aeiouAEIOU':\n\t\t\tvowels += 1""]"
29,"['Assign the positive integer {n} to a variable ""f"".', 'Create a list from 1 to ""f"" (inclusive).', 'Create and initialize a variable named ""factorial"".', 'Compute the product of all the values in the list and assign the product to ""factorial"".', 'Print out the variable ""factorial"".']","[{'n': 2}, {'n': 4}, {'n': 10}, {'n': 1}, {'n': 5}]","[2, 24, 3628800, 1, 120]",128.0,math,Factorial,Compute the factorial of n.,30,def factorial(n):,"['assert factorial(2) == 2', 'assert factorial(4) == 24', 'assert factorial(10) == 3628800', 'assert factorial(1) == 1', 'assert factorial(5) == 120']","['def factorial(n):\n\t#Assign the positive integer {n} to a variable ""f"".\n\tf = 1\n\t#If {n} is 0 or 1, return 1.\n\tif n == 0 or n == 1:\n\t#Otherwise, calculate the factorial of {n}.\n\telse:\n\t\tfor i in range(2, n + 1):\n\t\t\tf *= i', 'def factorial(n):\n\t#Create a list from 1 to ""f"" (inclusive).\n\tf = [1]\n\t#Loop through the list.\n\tfor i in range(2, n+1):\n\t\t#Add the product of the previous list to the current list.\n\t\tf.append(f[i-1] * i)\n\t#Return the list.', 'def factorial(n):\n\t#Create and initialize a variable named ""factorial"".\n\tfactorial = 1\n\t#Loop through the range of numbers from 1 to n.\n\tfor i in range(1, n+1):\n\t\t#Multiply the previous value by the current value.\n\t\tfactorial = factorial * i\n\t#Return the value of the variable ""factorial"".', 'def factorial(n):\n\t#Compute the product of all the values in the list and assign the product to ""factorial"".\n\tfactorial = 1\n\tfor i in range(1, n+1):\n\t\tfactorial *= i', 'def factorial(n):\n\t#Print out the variable ""factorial"".\n\treturn ""Factorial of"", n, ""is"", factorial_recursive(n)']"
30,"['Given two positive integers, {a} {b}, which are the lengths of two edges of a triangle, compute the sum of the two edges and store it in a variable ""two-edges"".', 'Compute the maximum length of the third edge by substracting 1 from ""two-edges"" and store the value in a variable ""maximum-edge"".', 'Compute the minimum length of the third edge and store the value in a variable ""minimum-edge"".', 'Assign value of maximum-edge and minimum-edge to a tuple named ""my_tuple"".', 'Print the variable ""my_tuple"".']","[{'a': 8, 'b': 9}, {'a': 5, 'b': 7}, {'a': 9, 'b': 2}, {'a': 1, 'b': 1}, {'a': 1000, 'b': 1000}]","[[17, 2], [11, 3], [10, 8], [1, 1], [1999, 1]]",128.0,math,Max edge triangle,Finds the maximum range of a triangle's third edge.,31,"def max_edge_triangle(a,b):","['assert max_edge_triangle(8,9) == [17, 2]', 'assert max_edge_triangle(5,7) == [11, 3]', 'assert max_edge_triangle(9,2) == [10, 8]', 'assert max_edge_triangle(1,1) == [1, 1]', 'assert max_edge_triangle(1000,1000) == [1999, 1]']","['def max_edge_triangle(a,b):\n\t#Given two positive integers, {a} {b}, which are the lengths of two edges of a triangle, compute the sum of the two edges and store it in a variable ""two-edges"".\n\ttwo_edges = a + b', 'def max_edge_triangle(a,b):\n\t#Compute the maximum length of the third edge by substracting 1 from ""two-edges"" and store the value in a variable ""maximum-edge"".\n\tmaximum_edge = 1 - (a + b)', 'def max_edge_triangle(a,b):\n\t#Compute the minimum length of the third edge and store the value in a variable ""minimum-edge"".\n\tminimum_edge = min(a,b)\n\t#Compute the maximum length of the third edge and store the value in a variable ""maximum-edge"".\n\tmaximum_edge = max(a,b)\n\t#Compute the length of the third edge and store the value in a variable ""third-edge"".\n\tthird_edge = maximum_edge - minimum_edge\n\t#Compute the area of the triangle and store the value in a variable ""area"".\n\tarea = (minimum_edge * maximum_edge) / 2\n\t#Return the area of the triangle.', 'def max_edge_triangle(a,b):\n\t#Assign value of maximum-edge and minimum-edge to a tuple named ""my_tuple"".\n\tmy_tuple = (a,b)\n\t#If the maximum-edge is less than the minimum-edge, then the maximum-edge is the minimum-edge.\n\tif a > b:\n\t\tmy_tuple = (b,a)\n\t#Return the maximum-edge.', 'def max_edge_triangle(a,b):\n\t#Print the variable ""my_tuple"".\n\tmy_tuple = (a,b)\n\t#Print the variable ""my_tuple"".\n\t#Print the variable ""my_tuple"".\n\t#Print the variable ""my_tuple"".\n\t#Print the variable ""my_tuple"".\n\t#Print the variable ""my_tuple"".\n\t#Print the variable ""my_tuple"".\n\treturn my_tuple\n\treturn max(my_tuple)\n\treturn min(my_tuple)\n\treturn sum(my_tuple)\n\treturn my_tuple[0]']"
31,"['Compute factorial', 'Implement a function to compute the remainder when dividing a number by 10', 'Print out the remainder when dividing the factorial of {n} by 10']","[{'n': 2}, {'n': 4}, {'n': 10}, {'n': 1}, {'n': 5}]","[2, 4, 0, 1, 0]",128.0,math,Factorial and remainder,Compute the factorial and its remainder when divided.,32,def factorial_and_remainder(n):,"['assert factorial_and_remainder(2) == 2', 'assert factorial_and_remainder(4) == 4', 'assert factorial_and_remainder(10) == 0', 'assert factorial_and_remainder(1) == 1', 'assert factorial_and_remainder(5) == 0']","['def factorial_and_remainder(n):\n\t#Compute factorial and remainder\n\tfact = 1\n\trem = 0\n\twhile n > 0:\n\t\tfact *= n\n\t\trem += n\n\t\tn -= 1', 'def factorial_and_remainder(n):\n\t#Implement a function to compute the remainder when dividing a number by 10 and then multiplying it by 10.\n\t#The function should return the remainder when dividing the number by 10 and then multiplying it by 10.\n\t#The function should return 0 when dividing by 0.\n\t#The function should return the number when dividing by 1.\n\t#The function should return the number when dividing by 100.\n\t#The function should return the number when dividing by 1000.\n\t#The function should return the number when dividing by 10000.', 'def factorial_and_remainder(n):\n\t#Print out the remainder when dividing the factorial of {n} by 10.\n\t#Print out the factorial when dividing the remainder of {n} by 10.\n\t#Print out the factorial when dividing the remainder of {n} by 100.\n\t#Print out the remainder when dividing the factorial of {n} by 100.\n\t#Print out the factorial when dividing the remainder of {n} by 1000.\n\t#Print out the remainder when dividing the factorial of {n} by 1000.\n\t#Print out the factorial when dividing the remainder of {n}']"
32,"['Given a positive integer {n} and create a variable named ""n"" with this value', 'Compute the the total sum of internal angles in degrees of a regular-polygon with ""n"" sides', 'Convert the angle from degrees to radians', 'Round the angle to have two decimal digits', 'Print out the angle']","[{'n': 3}, {'n': 4}, {'n': 1000}, {'n': 10}, {'n': 100}]","[3.14, 6.28, 3135.31, 25.13, 307.88]",128.0,math,Sum polygon angles,Sum the angles in a polygon.,33,def sum_polygon_angles(n):,"['assert sum_polygon_angles(3) == 3.14', 'assert sum_polygon_angles(4) == 6.28', 'assert sum_polygon_angles(1000) == 3135.31', 'assert sum_polygon_angles(10) == 25.13', 'assert sum_polygon_angles(100) == 307.88']","['def sum_polygon_angles(n):\n\t#Given a positive integer {n} and create a variable named ""n"" with this value.\n\t#Create a variable named ""sum"" with this value.\n\t#Create a variable named ""i"" with this value.\n\t#Create a variable named ""j"" with this value.\n\t#Create a variable named ""k"" with this value.\n\t#Create a variable named ""l"" with this value.\n\t#Create a variable named ""m"" with this value.\n\t#Create a variable named ""n"" with this value.\n\t#Create a variable named ""sum"" with this value.\n\t#Create a variable named ""sum"" with this value.', 'def sum_polygon_angles(n):\n\t#Compute the the total sum of internal angles in degrees of a regular-polygon with ""n"" sides\n\t#The polygon is a regular-polygon with n sides, so the total sum of internal angles is the sum of the angles of the sides\n\t#The polygon is a regular-polygon with n sides, so the total sum of internal angles is the sum of the angles of the sides\n\t#The polygon is a regular-polygon with n sides, so the total sum of internal angles is the sum of the angles of the sides\n\t#The polygon is a regular-polygon with n sides, so the total sum of internal angles is the sum of the angles of the sides\n\t#The polygon is a regular', 'def sum_polygon_angles(n):\n\t#Convert the angle from degrees to radians\n\tangle = n * math.pi / 180\n\t#Calculate the sum of the angles of the polygon\n\tsum_angles = 0\n\tfor i in range(n):\n\t\tsum_angles += math.sin(angle)', 'def sum_polygon_angles(n):\n\t#Round the angle to have two decimal digits', 'def sum_polygon_angles(n):\n\t#Print out the angle of the polygon\n\t#n is the number of sides of the polygon\n\t#return the sum of the angles of the polygon\n\tsum = 0\n\tfor i in range(n):\n\t\tsum += math.radians(360/n)\n\treturn sum']"
33,"['Assign two strings {s1} and {s2} to the variable named s1 and the variable named s2 respectively', 'Convert s1 and s2 to integers', 'Compute the sum of the two integers and store it as the variable s', 'Print out the variable s']","[{'s1': '111', 's2': '222'}, {'s1': '2', 's2': '4'}, {'s1': '0', 's2': '12'}, {'s1': '50', 's2': '100'}, {'s1': '10000', 's2': '1'}]","[333, 6, 12, 150, 10001]",128.0,string,Sum string numbers,Add together two numbers represented in string.,34,"def sum_string_numbers(s1,s2):","['assert sum_string_numbers(111,222) == 333', 'assert sum_string_numbers(2,4) == 6', 'assert sum_string_numbers(0,12) == 12', 'assert sum_string_numbers(50,100) == 150', 'assert sum_string_numbers(10000,1) == 10001']","['def sum_string_numbers(s1,s2):\n\t#Assign two strings {s1} and {s2} to the variable named s1 and the variable named s2 respectively.\n\ts1 = s1.split()\n\ts2 = s2.split()\n\t#Create a variable named sum to store the sum of the two strings.\n\tsum = 0\n\t#Iterate through the two strings {s1} and {s2} and add the values of each to the variable named sum.\n\tfor i in range(len(s1)):\n\t\tsum += int(s1[i])\n\tfor i in range(len(s2)):\n\t\tsum += int(s2[i])\n\t#Return the sum of the two', 'def sum_string_numbers(s1,s2):\n\t#Convert s1 and s2 to integers\n\ts1 = int(s1)\n\ts2 = int(s2)\n\t#Add the two numbers', 'def sum_string_numbers(s1,s2):\n\t#Compute the sum of the two integers and store it as the variable s3\n\ts3 = int(s1) + int(s2)\n\t#Return the sum of the two integers', 'def sum_string_numbers(s1,s2):\n\t#Print out the variable s1 and s2\n\treturn s1+s2']"
34,"['Initialize the variable named lst with an integer list {l}.', 'Find the maximum of the variable lst and assign it to a variable named ma.', 'Find the minimum of the variable lst and assign to a variable named mi.', 'Create a list from mi and ma (inclusive).', 'Print the sum of this list.']","[{'l': [4, 3, 8, 2]}, {'l': [17, 16, 15, 10, 11, 12]}, {'l': [1, 2]}, {'l': [10]}, {'l': [1, 100]}]","[35, 108, 3, 10, 5050]",128.0,array,Min-max sum,Sum the range from the minimum to the maximum of a list.,35,def min-max_sum(l):,"['assert min-max_sum([4, 3, 8, 2]) == 35', 'assert min-max_sum([17, 16, 15, 10, 11, 12]) == 108', 'assert min-max_sum([1, 2]) == 3', 'assert min-max_sum([10]) == 10', 'assert min-max_sum([1, 100]) == 5050']","['def min-max_sum(l):\n\t#Initialize the variable named lst with an integer list {l}.\n\tlst = [int(i) for i in l]\n\t#Initialize the variable named min_sum with an integer.\n\tmin_sum = lst[0]\n\t#Initialize the variable named max_sum with an integer.\n\tmax_sum = lst[0]\n\t#Initialize the variable named sum with an integer.\n\tsum = 0\n\t#Loop through the list {lst}.\n\tfor i in lst:\n\t\t#If the current value of {i} is less than the current value of {min_sum}, then update {min_sum}.', 'def min-max_sum(l):\n\t#Find the maximum of the variable lst and assign it to a variable named ma.\n\tma = max(l)\n\t#Find the minimum of the variable lst and assign it to a variable named mi.\n\tmi = min(l)\n\t#Find the sum of the variable lst and assign it to a variable named sum.\n\tsum = sum(l)\n\t#Return the values of ma, mi, sum.', 'def min-max_sum(l):\n\t#Find the minimum of the variable lst and assign to a variable named mi.\n\tmi = min(l)\n\t#Find the maximum of the variable lst and assign to a variable named ma.\n\tma = max(l)\n\t#Find the sum of the variable lst and assign to a variable named sum.\n\tsum = sum(l)\n\t#Return the minimum and maximum of the variable lst and the sum of the variable lst.', 'def min-max_sum(l):\n\t#Create a list from mi and ma (inclusive).\n\tmi = min(l)\n\tma = max(l)\n\t#Create a list of the sum of the elements in the list.\n\ts = [sum(l)]\n\t#Iterate through the list.\n\tfor i in l:\n\t\t#If the element is less than the mi, add it to the list.\n\t\tif i < mi:\n\t\t\ts.append(i)\n\t\t#If the element is greater than the ma, add it to the list.\n\t\telif i > ma:\n\t\t\ts.append(i)\n\t#Return the list', 'def min-max_sum(l):\n\t#Print the sum of this list.\n\t#Print the minimum value in this list.\n\t#Print the maximum value in this list.\n\treturn sum(l)\n\treturn min(l)\n\treturn max(l)']"
35,"['Implement a function to return the characters shared between two words.', 'Implement a function to find the number of vowels in a string.', 'Find the shared characters of {s1} and {s2}, concatenate them into a string, and assign it to a variable named s.', 'Print the number of vowels in the variable s']","[{'s1': 'meaty', 's2': 'apple'}, {'s1': 'fan', 's2': 'forsook'}, {'s1': 'spout', 's2': 'shout'}, {'s1': 'happiness', 's2': 'fitness'}, {'s1': 'code', 's2': 'fork'}]","[2, 0, 2, 2, 1]",128.0,string,Vowel overlap,Find the number of overlaped vowels of two words.,36,"def vowel_overlap(s1,s2):","[""assert vowel_overlap('meaty','apple') == 2"", ""assert vowel_overlap('fan','forsook') == 0"", ""assert vowel_overlap('spout','shout') == 2"", ""assert vowel_overlap('happiness','fitness') == 2"", ""assert vowel_overlap('code','fork') == 1""]","['def vowel_overlap(s1,s2):\n\t#Implement a function to return the characters shared between two words.\n\t#For example, given the string ""hello"" and ""hi"", return ""h"".\n\t#Hint: Use a set to store the characters in the two strings.\n\t#Hint: Use a dictionary to store the characters in the two strings.\n\t#Hint: Use a set to store the characters in the two strings.\n\t#Hint: Use a dictionary to store the characters in the two strings.\n\t#Hint: Use a set to store the characters in the two strings.\n\t#Hint: Use a dictionary to store the characters in the two strings.\n\t#Hint: Use', ""def vowel_overlap(s1,s2):\n\t#Implement a function to find the number of vowels in a string.\n\t#The vowels are a, e, i, o, u.\n\tvowels = ['a','e','i','o','u']\n\tcount = 0\n\tfor i in range(len(s1)):\n\t\tif s1[i] in vowels and s2[i] in vowels:\n\t\t\tcount += 1"", ""def vowel_overlap(s1,s2):\n\t#Find the shared characters of {s1} and {s2}, concatenate them into a string, and assign it to a variable named s.\n\ts = s1 + s2\n\t#Create a list of the characters in s.\n\tl = list(s)\n\t#Create a variable named vowels that will contain the characters in l that are vowels.\n\tvowels = ['a','e','i','o','u']\n\t#Create a variable named vowel_count that will contain the number of vowels in l.\n\tvowel_count = 0\n\t#Iterate through l, checking if each character in l is a vowel. If it is, increment vowel_count.\n\tfor"", ""def vowel_overlap(s1,s2):\n\t#Print the number of vowels in the variable s1\n\tvowels = 0\n\tfor i in range(len(s1)):\n\t\tif s1[i] in 'aeiou':\n\t\t\tvowels += 1\n\t#Print the number of vowels in the variable s2\n\tvowels = 0\n\tfor i in range(len(s2)):\n\t\tif s2[i] in 'aeiou':\n\t\t\tvowels += 1\n\t#Print the number of vowels in the variable s1 and s2\n\treturn vowels""]"
36,"['Given a list of integers {l}, assign the list to a varialbe named lst1.', 'Find the negative numbers of the list and assign it to a new variable named lst2', 'Compute the sum of numbers in lst2', 'Print out the sum']","[{'l': [-1, -2, 0, 1, 5]}, {'l': [5, 2, 0, 5, 10]}, {'l': [-100, -20, -3, 0, 0]}, {'l': [-23, -2, -5, 1000, 23, -10, -100, -10]}, {'l': [5, 1000, 0, 1, 0, 0, 0, 1, 1]}]","[-3, 0, -123, -150, 0]",128.0,math,Sum neg,Sum of negative numbers in a list.,37,def sum_neg(l):,"['assert sum_neg([-1, -2, 0, 1, 5]) == -3', 'assert sum_neg([5, 2, 0, 5, 10]) == 0', 'assert sum_neg([-100, -20, -3, 0, 0]) == -123', 'assert sum_neg([-23, -2, -5, 1000, 23, -10, -100, -10]) == -150', 'assert sum_neg([5, 1000, 0, 1, 0, 0, 0, 1, 1]) == 0']","['def sum_neg(l):\n\t#Given a list of integers {l}, assign the list to a varialbe named lst1.\n\tlst1 = []\n\tfor i in l:\n\t\tif i < 0:\n\t\t\tlst1.append(i)', 'def sum_neg(l):\n\t#Find the negative numbers of the list and assign it to a new variable named lst2\n\tlst2 = [x for x in l if x < 0]\n\t#Return the sum of the negative numbers in lst2', 'def sum_neg(l):\n\t#Compute the sum of numbers in lst2', 'def sum_neg(l):\n\t#Print out the sum of all negative numbers in the list\n\tsum = 0\n\tfor i in l:\n\t\tif i < 0:\n\t\t\tsum += i\n\treturn sum']"
37,"['Import the pandas library.', 'Read a dataframe ""df"" from the csv file located in ""./datasets/mlbootcamp5_train.csv"".', 'Group by the column ""gender"" and assign the value counts for ""{a1}"" to a variable named ""my_counts"".', 'Assign the attribute ""values"" of this variable and to a new variable named ""plain_list"".', 'Print the maximum element of this list.']","[{'a1': 'alco'}, {'a1': 'age'}, {'a1': 'smoke'}, {'a1': 'active'}, {'a1': 'weight'}]","[44369, 25, 44717, 36516, 2770]",128.0,data science,Load dataset,Load from a file and print statistics.,38,def load_dataset(a1):,"[""assert load_dataset('alco') == 44369"", ""assert load_dataset('age') == 25"", ""assert load_dataset('smoke') == 44717"", ""assert load_dataset('active') == 36516"", ""assert load_dataset('weight') == 2770""]","['def load_dataset(a1):\n\t#Import the pandas library.\n\timport pandas as pd\n\t#Import the dataset.\n\tdataset = pd.read_csv(a1)\n\t#Return the dataset.', 'def load_dataset(a1):\n\t#Read a dataframe ""df"" from the csv file located in ""./datasets/mlbootcamp5_train.csv"".\n\tdf = pd.read_csv(a1)\n\t#Create a new dataframe ""df_train"" by dropping the first column (the label).\n\tdf_train = df.drop(df.columns[0], axis=1)\n\t#Create a new dataframe ""df_test"" by dropping the first column (the label).\n\tdf_test = df.drop(df.columns[0], axis=1)\n\t#Create a new dataframe ""df_train"" by dropping the first column (the label).\n\tdf_train = df_train', 'def load_dataset(a1):\n\t#Group by the column ""gender"" and assign the value counts for ""{a1}"" to a variable named ""my_counts"".\n\tmy_counts = a1.groupby(""gender"").count()\n\t#Sort the counts by the value and assign the value counts for ""{a1}"" to a variable named ""my_counts_sorted"".\n\tmy_counts_sorted = my_counts.sort_values(by=""count"", ascending=False)\n\t#Return the value counts for ""{a1}"" as a DataFrame.', 'def load_dataset(a1):\n\t#Assign the attribute ""values"" of this variable and to a new variable named ""plain_list"".\n\tplain_list = a1.values\n\t#Assign the attribute ""index"" of this variable and to a new variable named ""index_list"".\n\tindex_list = a1.index\n\t#Assign the attribute ""columns"" of this variable and to a new variable named ""columns_list"".\n\tcolumns_list = a1.columns\n\t#Assign the attribute ""index_col"" of this variable and to a new variable named ""index_col_list"".\n\tindex_col_list = a1.index_col\n\t#Assign the attribute ""columns_order""', 'def load_dataset(a1):\n\t#Print the maximum element of this list.\n\t#Print the minimum element of this list.\n\t#Print the mean of this list.\n\t#Print the standard deviation of this list.\n\t#Print the median of this list.\n\t#Print the mode of this list.\n\treturn max(a1)\n\treturn min(a1)\n\treturn sum(a1)/len(a1)\n\treturn sum((a1-sum(a1))/len(a1))**2\n\treturn sorted(a1)[len(a1)//2]']"
38,"[""Define a string named 's' with the value '{s}'."", ""Import re and compile a regular expression that matches comma and period and store the result to variable 'pattern'"", ""Use the variable 'pattern' to substitute all the commas and periods in the string 's' and store the result to variable 's2'"", ""Split the string 's2' into a list of words with a space and store the result to variable 'words'"", ""Print a list of integers consisting of the length of each word in 'words'""]","[{'s': 'Hello, World!'}, {'s': 'Raising Skinny Elephants Is Utterly Boring'}, {'s': 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. '}, {'s': ',.'}, {'s': 'Wow! Is this a real sentence?'}]","[[5, 6], [7, 6, 9, 2, 7, 6], [5, 5, 5, 3, 4, 11, 10, 4, 3, 2, 7, 6, 10, 2, 6, 2, 6, 5, 6], [], [4, 2, 4, 1, 4, 9]]",,string,Char length list,Return a list of non-punctuation character lengths of a list of strings.,39,def char_length_list(s):,"[""assert char_length_list('Hello, World!') == [5, 6]"", ""assert char_length_list('Raising Skinny Elephants Is Utterly Boring') == [7, 6, 9, 2, 7, 6]"", ""assert char_length_list('Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. ') == [5, 5, 5, 3, 4, 11, 10, 4, 3, 2, 7, 6, 10, 2, 6, 2, 6, 5, 6]"", ""assert char_length_list(',.') == []"", ""assert char_length_list('Wow! Is this a real sentence?') == [4, 2, 4, 1, 4, 9]""]","[""def char_length_list(s):\n\t#Define a string named's' with the value '{s}'.\n\t#Define a list named 'l' with the value ['{l}'].\n\t#Define a variable named 'length' with the value 0.\n\t#For each character in the string s,\n\t#If the character is a letter,\n\t#Add 1 to the length variable.\n\t#If the character is a digit,\n\t#Add 1 to the length variable.\n\t#If the character is a space,\n\t#Add 1 to the length variable.\n\t#If the character is a punctuation mark,\n\t#Add 1 to the length"", ""def char_length_list(s):\n\t#Import re and compile a regular expression that matches comma and period and store the result to variable 'pattern'\n\tpattern = re.compile(r'[,\\.]')\n\t#Use the pattern to find the length of each character in the string s\n\tchar_length = [len(x) for x in pattern.findall(s)]\n\t#Return the list of character lengths"", ""def char_length_list(s):\n\t#Use the variable 'pattern' to substitute all the commas and periods in the string's' and store the result to variable's2'\n\ts2 = re.sub(r',', r' ', s)\n\ts2 = re.sub(r'\\.', r' ', s2)\n\t#Use the variable 'pattern' to substitute all the commas and periods in the string's2' and store the result to variable's3'\n\ts3 = re.sub(r',', r' ', s2)\n\ts3 = re.sub(r'\\.', r' ', s3)\n\t#Use the variable 'pattern' to substitute all the commas and periods in the string's3' and store the"", ""def char_length_list(s):\n\t#Split the string's2' into a list of words with a space and store the result to variable 'words'\n\twords = s.split()\n\t#Create a list to store the length of each word\n\tlengths = []\n\t#Iterate through the list 'words'\n\tfor word in words:\n\t\t#Append the length of the word to the list 'lengths'\n\t\tlengths.append(len(word))\n\t#Return the list 'lengths'"", ""def char_length_list(s):\n\t#Print a list of integers consisting of the length of each word in 'words'\n\t#s is a string of words\n\t#return a list of integers\n\treturn [len(word) for word in s.split()]""]"
39,"[""Create a variable named 's' with the value '{s}'."", ""Lowercase the variable 's' and store the result to variable 's2'."", ""Import re and compile a regular expression that matches a sharp symbol followed by three hexadecimal digits (0-9, a-f), store the result to variable 'pattern3'."", ""Compile a regular expression that matches a sharp symbol followed by six hexadecimal digits (0-9, a-f), store the result to variable 'pattern6'."", ""Print True if the variable 's2' if it matches with either of variables 'pattern3' or 'pattern6', False otherwise.""]","[{'s': '#FFF'}, {'s': '#egacea'}, {'s': '#12'}, {'s': '123456'}, {'s': '#ffb600'}]","[True, False, False, False, True]",,math,Hex to RGB,Convert a six hexadecimal digit string into list of RGB values.,40,def hex_to_rgb(s):,"[""assert hex_to_rgb('#FFF') == True"", ""assert hex_to_rgb('#egacea') == False"", ""assert hex_to_rgb('#12') == False"", 'assert hex_to_rgb(123456) == False', ""assert hex_to_rgb('#ffb600') == True""]","[""def hex_to_rgb(s):\n\t#Create a variable named's' with the value '{s}'.\n\ts = s.lstrip('#')\n\t#Split the string into a list of characters.\n\ts = [int(s[i:i+2], 16) for i in range(0, len(s), 2)]\n\t#Return the list of characters as a tuple."", ""def hex_to_rgb(s):\n\t#Lowercase the variable's' and store the result to variable's2'.\n\ts2 = s.lower()\n\t#If the variable's2' is not empty, then convert the variable's2' to a list.\n\tif s2:\n\t\t#Convert the variable's2' to a list.\n\t\ts2 = s2.split()\n\t\t#If the variable's2' is not empty, then convert the variable's2' to a list.\n\t\tif s2:\n\t\t\t#Convert the variable's2' to a list.\n\t\t\ts2 = [int(s2[i], 16)"", ""def hex_to_rgb(s):\n\t#Import re and compile a regular expression that matches a sharp symbol followed by three hexadecimal digits (0-9, a-f), store the result to variable 'pattern3'.\n\tpattern3 = re.compile(r'([0-9a-f]{2})([0-9a-f]{2})([0-9a-f]{2})')\n\t#If the string is not empty, then:\n\tif s:\n\t\t#Split the string into a list of substrings by the pattern3 variable.\n\t\ts = s.split(pattern3)\n\t\t#If the list is not empty, then:\n\t\tif s:\n\t\t\t#Return a tuple containing the three substrings."", ""def hex_to_rgb(s):\n\t#Compile a regular expression that matches a sharp symbol followed by six hexadecimal digits (0-9, a-f), store the result to variable 'pattern6'.\n\tpattern6 = re.compile(r'([0-9a-f]{2})([0-9a-f]{2})([0-9a-f]{2})')\n\t#Compile a regular expression that matches a sharp symbol followed by four hexadecimal digits (0-9, a-f), store the result to variable 'pattern4'.\n\tpattern4 = re.compile(r'([0-9a-f]{2})([0-9a-f]{2})([0-9a-f]{2})([0-9a-f]{2})"", ""def hex_to_rgb(s):\n\t#Print True if the variable's2' if it matches with either of variables 'pattern3' or 'pattern6', False otherwise.\n\tif re.match(pattern3, s) or re.match(pattern6, s):\n\t\treturn True\n\telse:\n\t\treturn False""]"
