,prompts,inputs,outputs,max_gen_length,category,name,description,id,signature,test_list,gen_code
23,"['Given two positive integers {a} and {b}, store the even single digits between a and b (inclusive) as ""my_digits"".', 'Assign the sum of the even digits to the variable ""result"".', 'Print the resulting number as integer.']","[{'a': 8, 'b': 2}, {'a': 2, 'b': 8}, {'a': 2, 'b': 6}, {'a': 132, 'b': 6}, {'a': 17, 'b': 96}]","[20, 20, 12, 14, 0]",128.0,math,Sum even digits,Sum even digits between two numbers.,24,"def sum_even_digits(a,b):","['assert sum_even_digits(8,2) == 20', 'assert sum_even_digits(2,8) == 20', 'assert sum_even_digits(2,6) == 12', 'assert sum_even_digits(132,6) == 14', 'assert sum_even_digits(17,96) == 0']","['#Given two positive integers {a} and {b}, store the even single digits between a and b (inclusive) as ""my_digits"".\n\ndef even_digits(a, b):\n    my_digits = []\n    for i in range(a, b+1):\n        if i % 2 == 0:\n            my_digits.append(i)\n    return my_digits\n\nprint(even_digits(1, 100))\n', '#Assign the sum of the even digits to the variable ""result"".\nresult = 0\nfor i in range(1, 1000):\n    if i % 2 == 0:\n        result += i\n\nprint(result)\n', '#Print the resulting number as integer.\nprint(int(result))\n']"
24,"['Find the maximum element in the list {A} and assign it to variable ""my_max"".', 'Find the minimum element in the same list.', 'Compute the different between ""my_max"" and the minimum element.', 'Print the difference']","[{'A': [0, 4]}, {'A': [4, 0]}, {'A': [0]}, {'A': [0, 7, 6]}, {'A': [2, 4, 7, 20, 6]}]","[4, 4, 0, 7, 18]",128.0,array,Min-max diff,Compute the difference between maximum and minimum numbers in a list.,25,def min-max_diff(A):,"['assert min-max_diff([0, 4]) == 4', 'assert min-max_diff([4, 0]) == 4', 'assert min-max_diff([0]) == 0', 'assert min-max_diff([0, 7, 6]) == 7', 'assert min-max_diff([2, 4, 7, 20, 6]) == 18']","['#Find the maximum element in the list {A} and assign it to variable ""my_max"".\nmy_max = max(A)\n\nprint(""The maximum element in the list is: "", my_max)\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""', '#Find the minimum element in the same list.\n\ndef findMin(arr):\n    min = arr[0]\n    for i in range(1,len(arr)):\n        if arr[i] < min:\n            min = arr[i]\n    return min\n\narr = [1,2,3,4,5,6,7,8,9,10]\nprint(findMin(arr))\n', '#Compute the different between ""my_max"" and the minimum element.\nmy_min = min(my_list)\n\nprint(my_min)\n\nprint(""The minimum element is: "", my_min)\n\nprint(""The maximum element is: "", max(my_list))\n\nprint(""The maximum element is: "", max(my_list))\n\nprint(""The maximum element is: "", max(my_list))\n\nprint(""The maximum element is: "", max(my_list))\n\nprint(""The maximum element is: "", max(my_list))\n\nprint(""The maximum element is: "", max(my_list', '#Print the difference between the two numbers\nprint(num1 - num2)\n\n\'\'\'\nOutput:\n10\n\'\'\'\n\n\'\'\'\nExercise 10\nWrite a program that asks the user to enter two numbers and prints the product of the two numbers.\n\'\'\'\n\nnum1 = int(input(""Enter a number: ""))\nnum2 = int(input(""Enter another number: ""))\n\nprint(num1 * num2)\n\n\'\'\'\nOutput:\n100\n\'\'\'\n\n\'\'\'\nExercise 11\nWrite a program that asks the user to enter a number and prints the square']"
25,"['Assign the string ""{A}"" to a variable named ""my_string"".', 'Lowercase the given string ""my_string"".', 'Assign the distinct characters of the string to a variable named ""chars"".', 'Sort these characters in alphabetical order.', 'Print the resulting list of characters.']","[{'A': 'abcde'}, {'A': 'abcdecadeCADE'}, {'A': 'aaaaAAAAaaaa'}, {'A': 'Jerry jERRY JeRRRY'}, {'A': 'ddddc'}]","[['a', 'b', 'c', 'd', 'e'], ['a', 'b', 'c', 'd', 'e'], ['a'], [' ', 'e', 'j', 'r', 'y'], ['c', 'd']]",128.0,string,Distinct chars,"Print the sorted, case-insensitive unique characters of a string.",26,def distinct_chars(A):,"[""assert distinct_chars('abcde') == ['a', 'b', 'c', 'd', 'e']"", ""assert distinct_chars('abcdecadeCADE') == ['a', 'b', 'c', 'd', 'e']"", ""assert distinct_chars('aaaaAAAAaaaa') == ['a']"", ""assert distinct_chars('Jerry jERRY JeRRRY') == [' ', 'e', 'j', 'r', 'y']"", ""assert distinct_chars('ddddc') == ['c', 'd']""]","['#Assign the string ""{A}"" to a variable named ""my_string"".\nmy_string = ""A""\n\nprint(my_string)\n\nmy_string = ""B""\n\nprint(my_string)\n\nmy_string = ""C""\n\nprint(my_string)\n\nmy_string = ""D""\n\nprint(my_string)\n\nmy_string = ""E""\n\nprint(my_string)\n\nmy_string = ""F""\n\nprint(my_string)\n\nmy_string = ""G""\n\nprint(my_string)\n\nmy_string = ""H""', '#Lowercase the given string ""my_string"".\ndef lowercase(my_string):\n    return my_string.lower()\n\nprint(lowercase(""my_string""))\n\nprint(lowercase(""my_string_with_underscores""))\n\nprint(lowercase(""my_string_with_underscores_and_hyphens""))\n\nprint(lowercase(""my_string_with_hyphens""))\n\nprint(lowercase(""my_string_with_hyphens_and_underscores""))\n\nprint(lowercase(""my_string_with_hyphens_and_underscores_and_hyphens""))\n\nprint(lowercase(""my', '#Assign the distinct characters of the string to a variable named ""chars"".\nchars = string.ascii_lowercase\n\nprint(chars)\n\nprint(chars[0])\n\nprint(chars[-1])\n\nprint(chars[1:3])\n\nprint(chars[1:])\n\nprint(chars[:3])\n\nprint(chars[1:3:2])\n\nprint(chars[::2])\n\nprint(chars[::-1])\n\nprint(chars[1::2])\n\nprint(chars[::-2])\n\nprint(chars[1::-2])\n\nprint(chars[::-3])\n\nprint(chars[1::-', ""#Sort these characters in alphabetical order.\n\tfor i in range(len(s)):\n\t\tfor j in range(i+1, len(s)):\n\t\t\tif s[i] > s[j]:\n\t\t\t\ts[i], s[j] = s[j], s[i]\n\treturn ''.join(s)\n\ndef main():\n\ts = input()\n\tprint(sort_string(s))\n\nif __name__ == '__main__':\n\tmain()"", '#Print the resulting list of characters.\nprint(characters)\n\nprint(""The number of characters in the list is: "" + str(len(characters)))\n\nprint(""The first character in the list is: "" + characters[0])\n\nprint(""The last character in the list is: "" + characters[-1])\n\nprint(""The middle character in the list is: "" + characters[len(characters)//2])\n\nprint(""The character at the index 3 in the list is: "" + characters[3])\n\nprint(""The character at the index 10 in the list is: "" + characters[1']"
26,"['Create two variables ""a"" and ""b"" for the strings ""{A}"" and ""{B}"", respectively.', 'Define a function ""len_str"" that returns the length of a string.', 'Assign the length of each string to a seperate variable.', 'Assign the longer string to the variable ""result"".', 'Print the resulting string.']","[{'A': 'abcde', 'B': 'ab'}, {'A': 'ab', 'B': 'abcde'}, {'A': 'a', 'B': 'aa'}, {'A': 'aaaaaaaaaa', 'B': 'cdeee'}, {'A': 'f', 'B': 'gg'}]","['abcde', 'abcde', 'aa', 'aaaaaaaaaa', 'gg']",128.0,string,Longer string,Compare and print the longer string given two strings.,27,"def longer_string(A,B):","[""assert longer_string('abcde','ab') == 'abcde'"", ""assert longer_string('ab','abcde') == 'abcde'"", ""assert longer_string('a','aa') == 'aa'"", ""assert longer_string('aaaaaaaaaa','cdeee') == 'aaaaaaaaaa'"", ""assert longer_string('f','gg') == 'gg'""]","['#Create two variables ""a"" and ""b"" for the strings ""{A}"" and ""{B}"", respectively.\na = ""{A}""\nb = ""{B}""\n\nprint(a.format(A=""Hello"", B=""World""))\nprint(b.format(A=""Hello"", B=""World""))\n\nprint(a.format(A=""Hello"", B=""World""))\nprint(b.format(A=""Hello"", B=""World""))\n\nprint(a.format(A=""Hello"", B=""World""))\nprint(b.format(A=""Hello"", B=""World""))\n\nprint(a.format(A=""Hello"", B=""World""))\nprint(b.format(', '#Define a function ""len_str"" that returns the length of a string.\ndef len_str(s):\n    return len(s)\n\nprint(len_str(""Hello World""))\nprint(len_str(""Hello World!""))\nprint(len_str(""Hello World! Hello World!""))\nprint(len_str(""Hello World! Hello World! Hello World!""))\nprint(len_str(""Hello World! Hello World! Hello World! Hello World!""))\nprint(len_str(""Hello World! Hello World! Hello World! Hello World! Hello World! Hello World!""))\nprint(len_str(""Hello World! Hello World! Hello World', '#Assign the length of each string to a seperate variable.\n\nlength_of_string_1 = len(string_1)\nlength_of_string_2 = len(string_2)\n\nprint(length_of_string_1)\nprint(length_of_string_2)\n\nprint(""The length of the string 1 is: "" + str(length_of_string_1))\nprint(""The length of the string 2 is: "" + str(length_of_string_2))\n\nprint(""The length of the string 1 is: "" + str(len(string_1)))\nprint', '#Assign the longer string to the variable ""result"".\nresult = long_string\n\nprint(result)\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""', '#Print the resulting string.\nprint(result)\n']"
27,"['Assign the positive floating point number {A} to a variable ""f"".', 'Compute the integer part of the number as variable ""a"".', 'Assign the digits of the fractional part of the floating point number to an integer variable ""b"".', 'Add them together and print the result.']","[{'A': 17.82}, {'A': 1.1}, {'A': 1000000.0000001}, {'A': 0.0101}, {'A': 100.5}]","[99, 2, 1000001, 101, 105]",128.0,math,Sum float digits,Sum numbers before an after the decimal point of a float.,28,def sum_float_digits(A):,"['assert sum_float_digits(17.82) == 99', 'assert sum_float_digits(1.1) == 2', 'assert sum_float_digits(1000000.0000001) == 1000001', 'assert sum_float_digits(0.0101) == 101', 'assert sum_float_digits(100.5) == 105']","['#Assign the positive floating point number {A} to a variable ""f"".\nf = 1.0\n\nprint(f)\n\nprint(type(f))\n\nprint(f + 1)\n\nprint(f * 2)\n\nprint(f / 2)\n\nprint(f % 2)\n\nprint(f ** 2)\n\nprint(f // 2)\n\nprint(f < 2)\n\nprint(f > 2)\n\nprint(f <= 2)\n\nprint(f >= 2)\n\nprint(f == 2)\n\nprint(f!= 2', '#Compute the integer part of the number as variable ""a"".\na = int(input(""Enter a number: ""))\n\nprint(""The integer part of the number is: "", a)\n', '#Assign the digits of the fractional part of the floating point number to an integer variable ""b"".\nb = int(f.split(""."")[1])\n\nprint(f""The fractional part of the floating point number is {f}."")\nprint(f""The integer part of the floating point number is {i}."")\nprint(f""The fractional part of the floating point number is {f}."")\nprint(f""The integer part of the floating point number is {i}."")\nprint(f""The fractional part of the floating point number is {f}."")\nprint(f""The integer part of the floating point number is {i}."")\nprint(f""The fractional part of the floating point number is', '#Add them together and print the result.\nprint(a+b)\n\nprint(""a is greater than b? "", a>b)\nprint(""a is less than b? "", a<b)\nprint(""a is equal to b? "", a==b)\nprint(""a is not equal to b? "", a!=b)\n\nprint(""a is greater than or equal to b? "", a>=b)\nprint(""a is less than or equal to b? "", a<=b)\nprint(""a is equal to or not equal to b? "", a!=b)\n\nprint(""a is greater than or equal']"
28,"['Assign the string value {s} to a variable ""my_string"".', 'Lowercase the defined string.', 'Count the number of vowels', 'Print out the number']","[{'s': 'CelebrAtion'}, {'s': 'PaLm'}, {'s': 'PrEdictiOn'}, {'s': ''}, {'s': 'ABC'}]","[5, 1, 4, 0, 1]",128.0,string,Count vowels,Count the number of vowels in a string.,29,def count_vowels(s):,"[""assert count_vowels('CelebrAtion') == 5"", ""assert count_vowels('PaLm') == 1"", ""assert count_vowels('PrEdictiOn') == 4"", ""assert count_vowels('') == 0"", ""assert count_vowels('ABC') == 1""]","['#Assign the string value {s} to a variable ""my_string"".\nmy_string = ""Hello World!""\n\nprint(my_string)\n\nprint(my_string[0])\n\nprint(my_string[1])\n\nprint(my_string[2])\n\nprint(my_string[3])\n\nprint(my_string[4])\n\nprint(my_string[5])\n\nprint(my_string[6])\n\nprint(my_string[7])\n\nprint(my_string[8])\n\nprint(my_string[9])\n\nprint(my_string[10])', '#Lowercase the defined string.\n\tdef lower(self):\n\t\tself.string = self.string.lower()\n\n\tdef __str__(self):\n\t\treturn self.string\n\nclass Word:\n\tdef __init__(self, string):\n\t\tself.string = string\n\t\tself.word = string.split()\n\t\tself.word = [Word(word) for word in self.word]\n\n\tdef __str__(self):\n\t\treturn self.string\n\nclass Sentence:\n\tdef __init__(self, string):\n\t\tself.string = string\n\t\tself.sentence = string.split', ""#Count the number of vowels in a string\ndef count_vowels(string):\n    vowels = ['a', 'e', 'i', 'o', 'u']\n    count = 0\n    for letter in string:\n        if letter in vowels:\n            count += 1\n    return count\n\nprint(count_vowels('hello'))\nprint(count_vowels('hello world'))\nprint(count_vowels('hello world hello'))\nprint(count_vowels('hello world hello world'))\nprint(count_vowels('hello world hello world hello world'))\nprint(count_vowels('hello"", '#Print out the number of times each word appears in the text\nprint(word_count)\n\nprint(word_count.most_common(10))\n\nprint(word_count.most_common(10))\n\nprint(word_count.most_common(10))\n\nprint(word_count.most_common(10))\n\nprint(word_count.most_common(10))\n\nprint(word_count.most_common(10))\n\nprint(word_count.most_common(10))\n\nprint(word_count.']"
29,"['Assign the positive integer {n} to a variable ""f"".', 'Create a list from 1 to ""f"" (inclusive).', 'Create and initialize a variable named ""factorial"".', 'Compute the product of all the values in the list and assign the product to ""factorial"".', 'Print out the variable ""factorial"".']","[{'n': 2}, {'n': 4}, {'n': 10}, {'n': 1}, {'n': 5}]","[2, 24, 3628800, 1, 120]",128.0,math,Factorial,Compute the factorial of n.,30,def factorial(n):,"['assert factorial(2) == 2', 'assert factorial(4) == 24', 'assert factorial(10) == 3628800', 'assert factorial(1) == 1', 'assert factorial(5) == 120']","['#Assign the positive integer {n} to a variable ""f"".\nf = 10\n\nprint(f)\n\nprint(type(f))\n\nprint(f + 1)\n\nprint(f * 2)\n\nprint(f / 2)\n\nprint(f % 2)\n\nprint(f ** 2)\n\nprint(f // 2)\n\nprint(f + 10)\n\nprint(f - 10)\n\nprint(f * 10)\n\nprint(f / 10)\n\nprint(f % 10)\n\nprint(', '#Create a list from 1 to ""f"" (inclusive).\nf = 1\n\nfor i in range(1, f):\n    print(i)\n\nprint(""End of loop"")\n\nfor i in range(1, f, 2):\n    print(i)\n\nprint(""End of loop"")\n\nfor i in range(1, f, 2):\n    print(i)\n\nprint(""End of loop"")\n\nfor i in range(1, f, 2):\n    print(i)\n\nprint(""End of loop"")\n\nfor i in range(1, f, 2):\n    print(i', '#Create and initialize a variable named ""factorial"".\nfactorial = 1\n\nfor i in range(1, 11):\n    factorial = factorial * i\n\nprint(""The factorial of 10 is: "" + str(factorial))\n\nprint(""The factorial of 11 is: "" + str(factorial(11)))\n\nprint(""The factorial of 12 is: "" + str(factorial(12)))\n\nprint(""The factorial of 13 is: "" + str(factorial(13)))\n\nprint(""The factorial of 14 is: "" + str(factorial(14)))', '#Compute the product of all the values in the list and assign the product to ""factorial"".\n\ndef factorial(list):\n    product = 1\n    for i in list:\n        product *= i\n    return product\n\nprint(factorial([1,2,3,4,5]))\n\nprint(factorial([1,2,3,4,5,6]))\n\nprint(factorial([1,2,3,4,5,6,7]))\n\nprint(factorial([1,2,3,4,5,6,7,8]))\n\nprint(factorial([1,2,3,4,5,6,7,8,9]))\n\nprint', '#Print out the variable ""factorial"".\nprint(factorial)\n\nprint(""The factorial of 5 is: "" + str(factorial))\n\nprint(""The factorial of 5 is: "" + str(factorial))\n\nprint(""The factorial of 5 is: "" + str(factorial))\n\nprint(""The factorial of 5 is: "" + str(factorial))\n\nprint(""The factorial of 5 is: "" + str(factorial))\n\nprint(""The factorial of 5 is: "" + str(factorial))\n\nprint(""The factorial of 5 is: "" + str(factorial))\n\nprint(""']"
30,"['Given two positive integers, {a} {b}, which are the lengths of two edges of a triangle, compute the sum of the two edges and store it in a variable ""two-edges"".', 'Compute the maximum length of the third edge by substracting 1 from ""two-edges"" and store the value in a variable ""maximum-edge"".', 'Compute the minimum length of the third edge and store the value in a variable ""minimum-edge"".', 'Assign value of maximum-edge and minimum-edge to a tuple named ""my_tuple"".', 'Print the variable ""my_tuple"".']","[{'a': 8, 'b': 9}, {'a': 5, 'b': 7}, {'a': 9, 'b': 2}, {'a': 1, 'b': 1}, {'a': 1000, 'b': 1000}]","[[17, 2], [11, 3], [10, 8], [1, 1], [1999, 1]]",128.0,math,Max edge triangle,Finds the maximum range of a triangle's third edge.,31,"def max_edge_triangle(a,b):","['assert max_edge_triangle(8,9) == [17, 2]', 'assert max_edge_triangle(5,7) == [11, 3]', 'assert max_edge_triangle(9,2) == [10, 8]', 'assert max_edge_triangle(1,1) == [1, 1]', 'assert max_edge_triangle(1000,1000) == [1999, 1]']","['#Given two positive integers, {a} {b}, which are the lengths of two edges of a triangle, compute the sum of the two edges and store it in a variable ""two-edges"".\n\ndef triangle_sum(a, b):\n    two_edges = a + b\n    return two_edges\n\nprint(triangle_sum(10, 20))\n\ndef triangle_sum(a, b):\n    two_edges = a + b\n    return two_edges\n\nprint(triangle_sum(10, 20))\n\ndef triangle_sum(a, b):\n    two_edges = a + b\n    return two_edges\n\nprint(triangle_sum(10, 20))\n\ndef triangle_sum(a, b):', '#Compute the maximum length of the third edge by substracting 1 from ""two-edges"" and store the value in a variable ""maximum-edge"".\nmaximum-edge = 0\nfor i in range(len(two-edges)):\n    maximum-edge = maximum-edge + 1\n\nprint(""The maximum length of the third edge is: "" + str(maximum-1))\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")\n\nprint(""--------------------------------------------------"")', '#Compute the minimum length of the third edge and store the value in a variable ""minimum-edge"".\nminimum-edge = 0\nfor i in range(0,len(edges)-2):\n    minimum-edge = minimum-edge + edges[i+2][0]\n\nprint(""The minimum length of the third edge is: "" + str(minimum-edge))\n\n\'\'\'\nSample Output:\nThe minimum length of the third edge is: 10\n\'\'\'\n', '#Assign value of maximum-edge and minimum-edge to a tuple named ""my_tuple"".\nmy_tuple = (maximum_edge, minimum_edge)\n\nprint(my_tuple)\n\nprint(my_tuple[0])\nprint(my_tuple[1])\n\nprint(my_tuple[0] + my_tuple[1])\n\nprint(my_tuple[0] * my_tuple[1])\n\nprint(my_tuple[0] / my_tuple[1])\n\nprint(my_tuple[0] % my_tuple[1])\n\nprint(my_tuple[0] ** my_tuple[1])', '#Print the variable ""my_tuple"".\nprint(my_tuple)\n\nmy_tuple = (1, 2, 3, 4, 5)\n\nprint(my_tuple)\n\nmy_tuple = (1, 2, 3, 4, 5, 6)\n\nprint(my_tuple)\n\nmy_tuple = (1, 2, 3, 4, 5, 6, 7, 8, 9, 10)\n\nprint(my_tuple)\n\nmy_tuple = (1, 2, 3,']"
31,"['Compute factorial', 'Implement a function to compute the remainder when dividing a number by 10', 'Print out the remainder when dividing the factorial of {n} by 10']","[{'n': 2}, {'n': 4}, {'n': 10}, {'n': 1}, {'n': 5}]","[2, 4, 0, 1, 0]",128.0,math,Factorial and remainder,Compute the factorial and its remainder when divided.,32,def factorial_and_remainder(n):,"['assert factorial_and_remainder(2) == 2', 'assert factorial_and_remainder(4) == 4', 'assert factorial_and_remainder(10) == 0', 'assert factorial_and_remainder(1) == 1', 'assert factorial_and_remainder(5) == 0']","['#Compute factorial of a number\ndef factorial(n):\n    if n == 0:\n        return 1\n    else:\n        return n * factorial(n-1)\n\nprint(factorial(5))\n\ndef factorial_recursive(n):\n    if n == 0:\n        return 1\n    else:\n        return n * factorial_recursive(n-1)\n\nprint(factorial_recursive(5))\n\ndef factorial_iterative(n):\n    if n == 0:\n        return 1\n    else:\n        result = 1\n        for i in range(1, n+1):', '#Implement a function to compute the remainder when dividing a number by 10.\n\ndef remainder(num):\n    return num % 10\n\nprint(remainder(12345))\nprint(remainder(123456))\nprint(remainder(1234567))\nprint(remainder(12345678))\nprint(remainder(123456789))\nprint(remainder(1234567890))\nprint(remainder(12345678901))\nprint(remainder(123456789', '#Print out the remainder when dividing the factorial of {n} by 10\nprint(n % 10)\n\nprint(n // 10)\n\nprint(n // 100)\n\nprint(n // 1000)\n\nprint(n // 10000)\n\nprint(n // 100000)\n\nprint(n // 1000000)\n\nprint(n // 10000000)\n\nprint(n // 100000000)\n\nprint(n // 1000']"
32,"['Given a positive integer {n} and create a variable named ""n"" with this value', 'Compute the the total sum of internal angles in degrees of a regular-polygon with ""n"" sides', 'Convert the angle from degrees to radians', 'Round the angle to have two decimal digits', 'Print out the angle']","[{'n': 3}, {'n': 4}, {'n': 1000}, {'n': 10}, {'n': 100}]","[3.14, 6.28, 3135.31, 25.13, 307.88]",128.0,math,Sum polygon angles,Sum the angles in a polygon.,33,def sum_polygon_angles(n):,"['assert sum_polygon_angles(3) == 3.14', 'assert sum_polygon_angles(4) == 6.28', 'assert sum_polygon_angles(1000) == 3135.31', 'assert sum_polygon_angles(10) == 25.13', 'assert sum_polygon_angles(100) == 307.88']","['#Given a positive integer {n} and create a variable named ""n"" with this value.\n\nn = int(input(""Enter a positive integer: ""))\n\nprint(""The value of n is: "", n)\n', '#Compute the the total sum of internal angles in degrees of a regular-polygon with ""n"" sides.\ndef compute_total_internal_angles(n):\n    return 2*math.pi*n/3\n\ndef compute_total_internal_angles_from_sides(sides):\n    return 2*math.pi*sides/3\n\ndef compute_total_internal_angles_from_sides_and_angles(sides, angles):\n    return 2*math.pi*sides/3*angles\n\ndef compute_total_internal_angles_from_sides_and_angles_and_radius(sides, angles, radius):\n    return 2*math.pi', ""#Convert the angle from degrees to radians\n\ttheta = theta * (math.pi/180)\n\tphi = phi * (math.pi/180)\n\n\treturn (theta, phi)\n\ndef get_distance(lat1, lon1, lat2, lon2):\n\t'''\n\tReturns the distance between two points on the earth\n\t'''\n\tR = 6371 # Radius of the earth in km\n\tlat1, lon1, lat2, lon2 = map(radians, [lat1, lon1, lat2, lon2])\n\tdlon = lon"", ""#Round the angle to have two decimal digits.\n\tangle = round(angle, 2)\n\treturn angle\n\ndef get_angle_from_vector(vector):\n\t'''\n\tReturns the angle between the vector and the x axis.\n\t'''\n\tangle = math.atan2(vector[1], vector[0])\n\tangle = round(angle, 2)\n\treturn angle\n\ndef get_angle_from_vector_2(vector):\n\t'''\n\tReturns the angle between the vector and the y axis.\n\t'''\n\tangle = math.atan2(vector[2], vector"", '#Print out the angle of the line\n\tprint(angle)\n\tprint(angle*180/math.pi)\n\tprint(angle*180/math.pi)\n\tprint(angle*180/math.pi)\n\tprint(angle*180/math.pi)\n\tprint(angle*180/math.pi)\n\tprint(angle*180/math.pi)\n\tprint(angle*180/math.pi)\n\tprint(angle*180/math.pi)\n\tprint(angle*1']"
33,"['Assign two strings {s1} and {s2} to the variable named s1 and the variable named s2 respectively', 'Convert s1 and s2 to integers', 'Compute the sum of the two integers and store it as the variable s', 'Print out the variable s']","[{'s1': '111', 's2': '222'}, {'s1': '2', 's2': '4'}, {'s1': '0', 's2': '12'}, {'s1': '50', 's2': '100'}, {'s1': '10000', 's2': '1'}]","[333, 6, 12, 150, 10001]",128.0,string,Sum string numbers,Add together two numbers represented in string.,34,"def sum_string_numbers(s1,s2):","['assert sum_string_numbers(111,222) == 333', 'assert sum_string_numbers(2,4) == 6', 'assert sum_string_numbers(0,12) == 12', 'assert sum_string_numbers(50,100) == 150', 'assert sum_string_numbers(10000,1) == 10001']","['#Assign two strings {s1} and {s2} to the variable named s1 and the variable named s2 respectively.\ns1 = ""Hello""\ns2 = ""World""\n\nprint(s1)\nprint(s2)\n\nprint(s1 + s2)\nprint(s1 * 2)\nprint(s1[0])\nprint(s1[-1])\nprint(s1[0:3])\nprint(s1[0:3:2])\nprint(s1[0:3:2:1])\nprint(s1[0:3:2:1:2])\nprint(s1[0:3:2:1', '#Convert s1 and s2 to integers\ns1 = int(s1)\ns2 = int(s2)\n\nif s1 > s2:\n    print(""s1 is greater than s2"")\nelif s1 < s2:\n    print(""s1 is less than s2"")\nelse:\n    print(""s1 and s2 are equal"")\n', '#Compute the sum of the two integers and store it as the variable s.\ns = a + b\n\nprint(""The sum of the two integers is"", s)\n\nprint(""The sum of the two integers is"", a + b)\n\nprint(""The sum of the two integers is"", a + b)\n\nprint(""The sum of the two integers is"", a + b)\n\nprint(""The sum of the two integers is"", a + b)\n\nprint(""The sum of the two integers is"", a + b)\n\nprint(""The sum of the two integers is"", a + b)\n\nprint(""The sum of the two integers is', '#Print out the variable s\nprint(s)\n\nprint(""The value of s is: "", s)\n\nprint(""The value of s is: "", s)\n\nprint(""The value of s is: "", s)\n\nprint(""The value of s is: "", s)\n\nprint(""The value of s is: "", s)\n\nprint(""The value of s is: "", s)\n\nprint(""The value of s is: "", s)\n\nprint(""The value of s is: "", s)\n\nprint(""The value of s is: "", s)\n\nprint(""The value']"
