,prompts,inputs,outputs,max_gen_length,category,name,description,id,signature,test_list,gen_code
25,"['Assign the string ""{A}"" to a variable named ""my_string"".', 'Lowercase the given string ""my_string"".', 'Assign the distinct characters of the string to a variable named ""chars"".', 'Sort these characters in alphabetical order.', 'Print the resulting list of characters.']","[{'A': 'abcde'}, {'A': 'abcdecadeCADE'}, {'A': 'aaaaAAAAaaaa'}, {'A': 'Jerry jERRY JeRRRY'}, {'A': 'ddddc'}]","[['a', 'b', 'c', 'd', 'e'], ['a', 'b', 'c', 'd', 'e'], ['a'], [' ', 'e', 'j', 'r', 'y'], ['c', 'd']]",128.0,string,Distinct chars,"Print the sorted, case-insensitive unique characters of a string.",26,def distinct_chars(A):,"[""assert distinct_chars('abcde') == ['a', 'b', 'c', 'd', 'e']"", ""assert distinct_chars('abcdecadeCADE') == ['a', 'b', 'c', 'd', 'e']"", ""assert distinct_chars('aaaaAAAAaaaa') == ['a']"", ""assert distinct_chars('Jerry jERRY JeRRRY') == [' ', 'e', 'j', 'r', 'y']"", ""assert distinct_chars('ddddc') == ['c', 'd']""]","['#Assign the string ""{A}"" to a variable named ""my_string"".\nmy_string = ""A""\n\n#Print the value of my_string.\nprint(my_string)\n\n#Assign the string ""{B}"" to a variable named ""my_string"".\nmy_string = ""B""\n\n#Print the value of my_string.\nprint(my_string)\n\n#Assign the string ""{C}"" to a variable named ""my_string"".\nmy_string = ""C""\n\n#Print the value of my_string.\nprint(my_string)\n\n#Assign the string ""{D}"" to a variable named ""', '#Lowercase the given string ""my_string"".\ndef lowercase(my_string):\n    return my_string.lower()\n\n#Uppercase the given string ""my_string"".\ndef uppercase(my_string):\n    return my_string.upper()\n\n#Return the length of the given string ""my_string"".\ndef length(my_string):\n    return len(my_string)\n\n#Return the first character of the given string ""my_string"".\ndef first_char(my_string):\n    return my_string[0]\n\n#Return the last character of the given string ""my_string"".\ndef', '#Assign the distinct characters of the string to a variable named ""chars"".\nchars = string.ascii_lowercase\n\n#Create a variable named ""count"" that will be used to count the number of times each character appears in the string.\ncount = {}\n\n#Loop through the characters in the string.\nfor char in chars:\n    #If the character is not in the dictionary, add it to the dictionary.\n    if char not in count:\n        count[char] = 1\n    #If the character is in the dictionary, add 1 to the value of the character in the dictionary.\n    else:\n        count[char] += 1\n\n#Print the dictionary', ""#Sort these characters in alphabetical order.\n\tfor i in range(len(s)):\n\t\tfor j in range(i+1, len(s)):\n\t\t\tif s[i] > s[j]:\n\t\t\t\ts[i], s[j] = s[j], s[i]\n\treturn ''.join(s)\n\ndef main():\n\ts = input()\n\tprint(sort_string(s))\n\nif __name__ == '__main__':\n\tmain()"", '#Print the resulting list of characters.\nprint(characters)\n\n#Print the length of the list.\nprint(len(characters))\n\n#Print the first character.\nprint(characters[0])\n\n#Print the last character.\nprint(characters[-1])\n\n#Print the middle character.\nprint(characters[len(characters)//2])\n\n#Print the character at the specified index.\nprint(characters[1])\n\n#Print the character at the specified index.\nprint(characters[len(characters)//2])\n\n#Print the character at the specified index.\nprint(characters[len']"
26,"['Create two variables ""a"" and ""b"" for the strings ""{A}"" and ""{B}"", respectively.', 'Define a function ""len_str"" that returns the length of a string.', 'Assign the length of each string to a seperate variable.', 'Assign the longer string to the variable ""result"".', 'Print the resulting string.']","[{'A': 'abcde', 'B': 'ab'}, {'A': 'ab', 'B': 'abcde'}, {'A': 'a', 'B': 'aa'}, {'A': 'aaaaaaaaaa', 'B': 'cdeee'}, {'A': 'f', 'B': 'gg'}]","['abcde', 'abcde', 'aa', 'aaaaaaaaaa', 'gg']",128.0,string,Longer string,Compare and print the longer string given two strings.,27,"def longer_string(A,B):","[""assert longer_string('abcde','ab') == 'abcde'"", ""assert longer_string('ab','abcde') == 'abcde'"", ""assert longer_string('a','aa') == 'aa'"", ""assert longer_string('aaaaaaaaaa','cdeee') == 'aaaaaaaaaa'"", ""assert longer_string('f','gg') == 'gg'""]","['#Create two variables ""a"" and ""b"" for the strings ""{A}"" and ""{B}"", respectively.\na = ""{A}""\nb = ""{B}""\n\n#Create a variable ""c"" for the string ""{A} {B}"".\nc = a + "" "" + b\n\n#Print the string ""{A} {B}"".\nprint(c)\n\n#Create a variable ""d"" for the string ""{A} {B} {C}"".\nd = a + "" "" + b + "" "" + c\n\n#Print the string ""{A} {B} {C}"".\nprint(d)\n\n#Create a variable ""e"" for the string ""{A} {B', '#Define a function ""len_str"" that returns the length of a string.\ndef len_str(s):\n    return len(s)\n\n#Define a function ""len_str_list"" that returns the length of a list of strings.\ndef len_str_list(l):\n    return len(l)\n\n#Define a function ""len_str_tuple"" that returns the length of a tuple of strings.\ndef len_str_tuple(t):\n    return len(t)\n\n#Define a function ""len_str_dict"" that returns the length of a dictionary of strings.\ndef len_str_dict(d):\n    return len', '#Assign the length of each string to a seperate variable.\n#Then, iterate through the list of strings and print the first 5 characters of each string.\n#Print the length of each string.\n#Print the first 5 characters of each string.\n#Print the length of each string.\n#Print the first 5 characters of each string.\n#Print the length of each string.\n#Print the first 5 characters of each string.\n#Print the length of each string.\n#Print the first 5 characters of each string.\n#Print the length of each string.\n#Print the first 5 characters of each string.\n#', '#Assign the longer string to the variable ""result"".\nresult = long_string\n\n#Print the result.\nprint(result)\n', '#Print the resulting string.\nprint(result)\n']"
27,"['Assign the positive floating point number {A} to a variable ""f"".', 'Compute the integer part of the number as variable ""a"".', 'Assign the digits of the fractional part of the floating point number to an integer variable ""b"".', 'Add them together and print the result.']","[{'A': 17.82}, {'A': 1.1}, {'A': 1000000.0000001}, {'A': 0.0101}, {'A': 100.5}]","[99, 2, 1000001, 101, 105]",128.0,math,Sum float digits,Sum numbers before an after the decimal point of a float.,28,def sum_float_digits(A):,"['assert sum_float_digits(17.82) == 99', 'assert sum_float_digits(1.1) == 2', 'assert sum_float_digits(1000000.0000001) == 1000001', 'assert sum_float_digits(0.0101) == 101', 'assert sum_float_digits(100.5) == 105']","['#Assign the positive floating point number {A} to a variable ""f"".\nf = 1.0\n\n#Assign the negative floating point number {B} to a variable ""f"".\nf = -1.0\n\n#Assign the integer number {C} to a variable ""f"".\nf = 1\n\n#Assign the floating point number {D} to a variable ""f"".\nf = 1.0\n\n#Assign the floating point number {E} to a variable ""f"".\nf = 1.0\n\n#Assign the floating point number {F} to a variable ""f"".\nf = 1.0\n\n#', '#Compute the integer part of the number as variable ""a"".\na = int(input(""Enter a number: ""))\n\n#Compute the fractional part of the number as variable ""b"".\nb = a % 1\n\n#Display the integer part of the number.\nprint(""The integer part of the number is: "", a)\n\n#Display the fractional part of the number.\nprint(""The fractional part of the number is: "", b)\n', '#Assign the digits of the fractional part of the floating point number to an integer variable ""b"".\nb = int(f.split(""."")[1])\n\n#If the fractional part of the floating point number is less than 10, then print the fractional part of the floating point number.\nif b < 10:\n    print(f""The fractional part of the floating point number is {b}"")\n\n#If the fractional part of the floating point number is greater than 10, then print the fractional part of the floating point number with a decimal point.\nelse:\n    print(f""The fractional part of the floating point number is {b:.1f}"")\n\n#If the', '#Add them together and print the result.\nprint(a+b)\n\n#Add them together and print the result.\nprint(a-b)\n\n#Add them together and print the result.\nprint(a*b)\n\n#Add them together and print the result.\nprint(a/b)\n\n#Add them together and print the result.\nprint(a%b)\n\n#Add them together and print the result.\nprint(a**b)\n\n#Add them together and print the result.\nprint(a//b)\n\n#Add them together and print the result.\nprint']"
28,"['Assign the string value {s} to a variable ""my_string"".', 'Lowercase the defined string.', 'Count the number of vowels', 'Print out the number']","[{'s': 'CelebrAtion'}, {'s': 'PaLm'}, {'s': 'PrEdictiOn'}, {'s': ''}, {'s': 'ABC'}]","[5, 1, 4, 0, 1]",128.0,string,Count vowels,Count the number of vowels in a string.,29,def count_vowels(s):,"[""assert count_vowels('CelebrAtion') == 5"", ""assert count_vowels('PaLm') == 1"", ""assert count_vowels('PrEdictiOn') == 4"", ""assert count_vowels('') == 0"", ""assert count_vowels('ABC') == 1""]","['#Assign the string value {s} to a variable ""my_string"".\nmy_string = ""Hello World!""\n\n#Print the string value {my_string}.\nprint(my_string)\n\n#Assign the string value {s} to a variable ""my_string"".\nmy_string = ""Hello World!""\n\n#Print the string value {my_string}.\nprint(my_string)\n\n#Assign the string value {s} to a variable ""my_string"".\nmy_string = ""Hello World!""\n\n#Print the string value {my_string}.\nprint(my_string)\n\n#Assign the string value {', '#Lowercase the defined string.\n\tdef lower(self):\n\t\tself.string = self.string.lower()\n\n\t#Uppercase the defined string.\n\tdef upper(self):\n\t\tself.string = self.string.upper()\n\n\t#Return the string.\n\tdef getString(self):\n\t\treturn self.string\n\n\t#Return the length of the string.\n\tdef getLength(self):\n\t\treturn len(self.string)\n\n\t#Return the string in a list.\n\tdef getList(self):\n\t\treturn self.string.split()\n\n\t#Return the string in a list', ""#Count the number of vowels in a string\ndef count_vowels(string):\n    vowels = ['a', 'e', 'i', 'o', 'u']\n    count = 0\n    for letter in string:\n        if letter in vowels:\n            count += 1\n    return count\n\n#Count the number of vowels in a string\ndef count_vowels_2(string):\n    vowels = ['a', 'e', 'i', 'o', 'u']\n    count = 0\n    for letter in string:\n        if letter in vowels:\n            count += 1\n    return count\n\n#"", '#Print out the number of times each word appears in the text\nprint(word_count)\n\n#Print out the number of times each word appears in the text\nprint(word_count.value_counts())\n\n#Print out the number of times each word appears in the text\nprint(word_count.value_counts(normalize=True))\n\n#Print out the number of times each word appears in the text\nprint(word_count.value_counts(normalize=True, sort=False))\n\n#Print out the number of times each word appears in the text\nprint(word_count.value']"
29,"['Assign the positive integer {n} to a variable ""f"".', 'Create a list from 1 to ""f"" (inclusive).', 'Create and initialize a variable named ""factorial"".', 'Compute the product of all the values in the list and assign the product to ""factorial"".', 'Print out the variable ""factorial"".']","[{'n': 2}, {'n': 4}, {'n': 10}, {'n': 1}, {'n': 5}]","[2, 24, 3628800, 1, 120]",128.0,math,Factorial,Compute the factorial of n.,30,def factorial(n):,"['assert factorial(2) == 2', 'assert factorial(4) == 24', 'assert factorial(10) == 3628800', 'assert factorial(1) == 1', 'assert factorial(5) == 120']","['#Assign the positive integer {n} to a variable ""f"".\nf = 10\n\n#Print the value of f.\nprint(f)\n\n#Assign the negative integer {n} to a variable ""f"".\nf = -10\n\n#Print the value of f.\nprint(f)\n\n#Assign the floating point number {n} to a variable ""f"".\nf = 10.5\n\n#Print the value of f.\nprint(f)\n\n#Assign the floating point number {n} to a variable ""f"".\nf = -10.5\n\n#Print the value of f', '#Create a list from 1 to ""f"" (inclusive).\n#Print the list.\n#Print the list in reverse order.\n#Print the list in reverse order, but with a space between each element.\n#Print the list in reverse order, but with a comma between each element.\n#Print the list in reverse order, but with a period between each element.\n#Print the list in reverse order, but with a colon between each element.\n#Print the list in reverse order, but with a semicolon between each element.\n#Print the list in reverse order, but with a space between each element and a comma.\n#Print the list', '#Create and initialize a variable named ""factorial"".\nfactorial = 1\n\n#Loop through the range of numbers from 1 to 100.\nfor i in range(1, 101):\n    #Calculate the factorial of the number.\n    factorial = factorial * i\n\n#Print the factorial of 100.\nprint(factorial)\n', '#Compute the product of all the values in the list and assign the product to ""factorial"".\n\n#Create a list of numbers.\n\n#Create a variable to store the product of all the numbers in the list.\n\n#Print the product of all the numbers in the list.\n\n#Print the factorial of the product of all the numbers in the list.\n\n#Print the product of all the numbers in the list and the factorial of the product of all the numbers in the list.\n\n#Create a list of numbers.\n\n#Create a variable to store the product of all the numbers in the list.\n\n#Create a variable to store the factorial of the product of all the', '#Print out the variable ""factorial"".\nprint(factorial)\n\n#Print out the variable ""sum"".\nprint(sum)\n\n#Print out the variable ""product"".\nprint(product)\n\n#Print out the variable ""average"".\nprint(average)\n\n#Print out the variable ""median"".\nprint(median)\n\n#Print out the variable ""mode"".\nprint(mode)\n\n#Print out the variable ""variance"".\nprint(variance)\n\n#Print out the variable ""standard_deviation"".\nprint(standard_deviation)\n\n#Print out the variable ""skewness"".\nprint(']"
30,"['Given two positive integers, {a} {b}, which are the lengths of two edges of a triangle, compute the sum of the two edges and store it in a variable ""two-edges"".', 'Compute the maximum length of the third edge by substracting 1 from ""two-edges"" and store the value in a variable ""maximum-edge"".', 'Compute the minimum length of the third edge and store the value in a variable ""minimum-edge"".', 'Assign value of maximum-edge and minimum-edge to a tuple named ""my_tuple"".', 'Print the variable ""my_tuple"".']","[{'a': 8, 'b': 9}, {'a': 5, 'b': 7}, {'a': 9, 'b': 2}, {'a': 1, 'b': 1}, {'a': 1000, 'b': 1000}]","[[17, 2], [11, 3], [10, 8], [1, 1], [1999, 1]]",128.0,math,Max edge triangle,Finds the maximum range of a triangle's third edge.,31,"def max_edge_triangle(a,b):","['assert max_edge_triangle(8,9) == [17, 2]', 'assert max_edge_triangle(5,7) == [11, 3]', 'assert max_edge_triangle(9,2) == [10, 8]', 'assert max_edge_triangle(1,1) == [1, 1]', 'assert max_edge_triangle(1000,1000) == [1999, 1]']","['#Given two positive integers, {a} {b}, which are the lengths of two edges of a triangle, compute the sum of the two edges and store it in a variable ""two-edges"".\n\n#Input Format\n\n#The first line contains two space-separated integers, {a} {b}.\n\n#Output Format\n\n#Print the sum of the two edges.\n\n#Sample Input\n\n3 4\n\n#Sample Output\n\n7\n\n#Explanation\n\n#The triangle is shown as follows:\n\n#1\n#2\n#3\n#4\n#5\n#6\n#7\n#The sum of the two edges is 7.\n\n#Input/Output\n\n#[execution time limit] 4 seconds (py3)\n\n#', '#Compute the maximum length of the third edge by substracting 1 from ""two-edges"" and store the value in a variable ""maximum-edge"".\nmaximum-edge = 0\nfor i in range(len(two-edges)):\n    maximum-edge = maximum-edge + 1\n\n#Print the maximum length of the third edge.\nprint(""The maximum length of the third edge is: "" + str(maximum-1))\n', '#Compute the minimum length of the third edge and store the value in a variable ""minimum-edge"".\nminimum-edge = 0\nfor i in range(0,len(edges)-2):\n    minimum-edge = minimum-edge + edges[i+2][0]\n\n#Compute the maximum length of the third edge and store the value in a variable ""maximum-edge"".\nmaximum-edge = 0\nfor i in range(0,len(edges)-2):\n    maximum-edge = maximum-edge + edges[i+2][0]\n\n#Compute the average length of the third edge and store the value in a variable ""average-edge"".\naverage-edge =', '#Assign value of maximum-edge and minimum-edge to a tuple named ""my_tuple"".\nmy_tuple = (maximum_edge, minimum_edge)\n\n#Print the tuple.\nprint(my_tuple)\n\n#Assign value of maximum-edge and minimum-edge to a tuple named ""my_tuple"".\nmy_tuple = (maximum_edge, minimum_edge)\n\n#Print the tuple.\nprint(my_tuple)\n\n#Assign value of maximum-edge and minimum-edge to a tuple named ""my_tuple"".\nmy_tuple = (maximum_edge, minimum_edge)\n\n#Print the tuple.\nprint(my_tuple)', '#Print the variable ""my_tuple"".\nprint(my_tuple)\n\n#Print the variable ""my_tuple[0]"".\nprint(my_tuple[0])\n\n#Print the variable ""my_tuple[1]"".\nprint(my_tuple[1])\n\n#Print the variable ""my_tuple[2]"".\nprint(my_tuple[2])\n\n#Print the variable ""my_tuple[3]"".\nprint(my_tuple[3])\n\n#Print the variable ""my_tuple[4]"".\nprint(my_tuple[4])\n\n#Print the variable']"
31,"['Compute factorial', 'Implement a function to compute the remainder when dividing a number by 10', 'Print out the remainder when dividing the factorial of {n} by 10']","[{'n': 2}, {'n': 4}, {'n': 10}, {'n': 1}, {'n': 5}]","[2, 4, 0, 1, 0]",128.0,math,Factorial and remainder,Compute the factorial and its remainder when divided.,32,def factorial_and_remainder(n):,"['assert factorial_and_remainder(2) == 2', 'assert factorial_and_remainder(4) == 4', 'assert factorial_and_remainder(10) == 0', 'assert factorial_and_remainder(1) == 1', 'assert factorial_and_remainder(5) == 0']","['#Compute factorial of a number\ndef factorial(n):\n    if n == 0:\n        return 1\n    else:\n        return n * factorial(n-1)\n\n#Compute the sum of a list\ndef sum(lst):\n    return sum(lst)\n\n#Compute the product of a list\ndef product(lst):\n    return product(lst)\n\n#Compute the product of a list\ndef product(lst):\n    return product(lst)\n\n#Compute the product of a list\ndef product(lst):\n    return product(lst)\n\n#Compute the product of a list\ndef', '#Implement a function to compute the remainder when dividing a number by 10.\n\ndef remainder(num):\n    return num % 10\n\n#Implement a function to compute the sum of all the multiples of 3 or 5 below a given number.\n\ndef sum_multiples(num):\n    sum = 0\n    for i in range(1, num + 1):\n        if i % 3 == 0 or i % 5 == 0:\n            sum += i\n    return sum\n\n#Implement a function to compute the sum of all the multiples of 3 or 5 below a given number.\n\ndef sum_multiples_', '#Print out the remainder when dividing the factorial of {n} by 10\nprint(n % 10)\n\n#Print out the remainder when dividing the factorial of {n} by 100\nprint(n % 100)\n\n#Print out the remainder when dividing the factorial of {n} by 1000\nprint(n % 1000)\n\n#Print out the remainder when dividing the factorial of {n} by 10000\nprint(n % 10000)\n\n#Print out the remainder when dividing the factorial of {n} by 10']"
32,"['Given a positive integer {n} and create a variable named ""n"" with this value', 'Compute the the total sum of internal angles in degrees of a regular-polygon with ""n"" sides', 'Convert the angle from degrees to radians', 'Round the angle to have two decimal digits', 'Print out the angle']","[{'n': 3}, {'n': 4}, {'n': 1000}, {'n': 10}, {'n': 100}]","[3.14, 6.28, 3135.31, 25.13, 307.88]",128.0,math,Sum polygon angles,Sum the angles in a polygon.,33,def sum_polygon_angles(n):,"['assert sum_polygon_angles(3) == 3.14', 'assert sum_polygon_angles(4) == 6.28', 'assert sum_polygon_angles(1000) == 3135.31', 'assert sum_polygon_angles(10) == 25.13', 'assert sum_polygon_angles(100) == 307.88']","['#Given a positive integer {n} and create a variable named ""n"" with this value.\n#Print the value of ""n"" on a new line.\n#Use the ""print"" function to print the value of ""n"".\n#Use the ""input"" function to get the value of ""n"".\n#Use the ""input"" function to get the value of ""n"".\n#Use the ""input"" function to get the value of ""n"".\n#Use the ""input"" function to get the value of ""n"".\n#Use the ""input"" function to get the value of ""n"".\n#Use the ""input"" function to get the value of ""n"".', '#Compute the the total sum of internal angles in degrees of a regular-polygon with ""n"" sides.\n#The polygon is assumed to be a regular polygon with ""n"" sides.\n#The polygon is assumed to be a regular polygon with ""n"" sides.\n#The polygon is assumed to be a regular polygon with ""n"" sides.\n#The polygon is assumed to be a regular polygon with ""n"" sides.\n#The polygon is assumed to be a regular polygon with ""n"" sides.\n#The polygon is assumed to be a regular polygon with ""n"" sides.\n#The polygon is assumed to be a regular polygon with ""n"" sides.\n#The polygon is assumed to be', '#Convert the angle from degrees to radians\n\ttheta = theta * (math.pi/180)\n\t#Calculate the distance from the center of the circle\n\tdistance = math.sqrt(radius**2 - (math.sin(theta)**2))\n\t#Return the distance\n\treturn distance\n\n#Function to calculate the angle between two points\ndef angle_between(p1, p2):\n\t#Calculate the angle between the two points\n\tangle = math.acos((p1[0] - p2[0])**2 + (p1[1] - p2[1])**2)', '#Round the angle to have two decimal digits.\n\tangle = round(angle, 2)\n\t#Return the angle.\n\treturn angle\n\n#Function to calculate the distance between two points.\ndef distance(x1, y1, x2, y2):\n\t#Calculate the distance between the two points.\n\tdistance = math.sqrt((x2 - x1)**2 + (y2 - y1)**2)\n\t#Return the distance.\n\treturn distance\n\n#Function to calculate the angle between two points.\ndef angle(x1, y1, x2, y2):', '#Print out the angle of the line\n\tprint(angle)\n\t#Calculate the distance between the two points\n\tdistance = math.sqrt((x2-x1)**2 + (y2-y1)**2)\n\t#Print out the distance between the two points\n\tprint(distance)\n\t#Calculate the angle between the two points\n\tangle = math.degrees(math.atan2(y2-y1,x2-x1))\n\t#Print out the angle between the two points\n\tprint(angle)\n\t#Calculate the distance between the two points\n\tdistance = math']"
33,"['Assign two strings {s1} and {s2} to the variable named s1 and the variable named s2 respectively', 'Convert s1 and s2 to integers', 'Compute the sum of the two integers and store it as the variable s', 'Print out the variable s']","[{'s1': '111', 's2': '222'}, {'s1': '2', 's2': '4'}, {'s1': '0', 's2': '12'}, {'s1': '50', 's2': '100'}, {'s1': '10000', 's2': '1'}]","[333, 6, 12, 150, 10001]",128.0,string,Sum string numbers,Add together two numbers represented in string.,34,"def sum_string_numbers(s1,s2):","['assert sum_string_numbers(111,222) == 333', 'assert sum_string_numbers(2,4) == 6', 'assert sum_string_numbers(0,12) == 12', 'assert sum_string_numbers(50,100) == 150', 'assert sum_string_numbers(10000,1) == 10001']","['#Assign two strings {s1} and {s2} to the variable named s1 and the variable named s2 respectively.\ns1 = ""Hello""\ns2 = ""World""\n\n#Print the sum of the two strings.\nprint(s1 + s2)\n\n#Print the sum of the two strings.\nprint(s1 + s2)\n\n#Print the sum of the two strings.\nprint(s1 + s2)\n\n#Print the sum of the two strings.\nprint(s1 + s2)\n\n#Print the sum of the two strings.\nprint(s1 + s2)\n\n#Print the sum of the two strings.\nprint', '#Convert s1 and s2 to integers\ns1 = int(s1)\ns2 = int(s2)\n\n#Check if s1 is greater than s2\nif s1 > s2:\n    print(""s1 is greater than s2"")\nelse:\n    print(""s1 is less than s2"")\n', '#Compute the sum of the two integers and store it as the variable s.\ns = a + b\n\n#Print the sum of the two integers.\nprint(""The sum of the two integers is: "" + str(s))\n', '#Print out the variable s\nprint(s)\n\n#Print out the variable s\nprint(s)\n\n#Print out the variable s\nprint(s)\n\n#Print out the variable s\nprint(s)\n\n#Print out the variable s\nprint(s)\n\n#Print out the variable s\nprint(s)\n\n#Print out the variable s\nprint(s)\n\n#Print out the variable s\nprint(s)\n\n#Print out the variable s\nprint(s)\n\n#Print out the variable s\nprint(s)\n\n#Print out the']"
34,"['Initialize the variable named lst with an integer list {l}.', 'Find the maximum of the variable lst and assign it to a variable named ma.', 'Find the minimum of the variable lst and assign to a variable named mi.', 'Create a list from mi and ma (inclusive).', 'Print the sum of this list.']","[{'l': [4, 3, 8, 2]}, {'l': [17, 16, 15, 10, 11, 12]}, {'l': [1, 2]}, {'l': [10]}, {'l': [1, 100]}]","[35, 108, 3, 10, 5050]",128.0,array,Min-max sum,Sum the range from the minimum to the maximum of a list.,35,def min-max_sum(l):,"['assert min-max_sum([4, 3, 8, 2]) == 35', 'assert min-max_sum([17, 16, 15, 10, 11, 12]) == 108', 'assert min-max_sum([1, 2]) == 3', 'assert min-max_sum([10]) == 10', 'assert min-max_sum([1, 100]) == 5050']","['#Initialize the variable named lst with an integer list {l}.\nlst = [1, 2, 3, 4, 5]\n\n#Print the length of lst.\nprint(len(lst))\n\n#Print the first element of lst.\nprint(lst[0])\n\n#Print the last element of lst.\nprint(lst[-1])\n\n#Print the middle element of lst.\nprint(lst[2])\n\n#Print the element at index 3.\nprint(lst[3])\n\n#Print the element at index 4.\nprint(lst[4])\n\n#Print the element at', '#Find the maximum of the variable lst and assign it to a variable named ma.\nma = max(lst)\n\n#Print the maximum of the variable ma.\nprint(ma)\n\n#Find the minimum of the variable lst and assign it to a variable named mi.\nmi = min(lst)\n\n#Print the minimum of the variable mi.\nprint(mi)\n\n#Find the average of the variable lst and assign it to a variable named avg.\navg = sum(lst) / len(lst)\n\n#Print the average of the variable avg.\nprint(avg)\n\n#Find the standard deviation of the variable lst and assign it to a', '#Find the minimum of the variable lst and assign to a variable named mi.\nmi = min(lst)\n\n#Print the minimum of the variable mi.\nprint(mi)\n\n#Find the maximum of the variable lst and assign to a variable named ma.\nma = max(lst)\n\n#Print the maximum of the variable ma.\nprint(ma)\n\n#Find the average of the variable lst and assign to a variable named avg.\navg = sum(lst) / len(lst)\n\n#Print the average of the variable avg.\nprint(avg)\n\n#Find the standard deviation of the variable lst and assign to a variable named std', '#Create a list from mi and ma (inclusive).\nmi = [1,2,3,4,5,6,7,8,9,10]\nma = [11,12,13,14,15,16,17,18,19,20]\n\n#Create a list from mi and ma (exclusive).\nmi_ex = [1,2,3,4,5,6,7,8,9,10]\nma_ex = [11,12,13,14,15,16,17,18', '#Print the sum of this list.\nprint(sum(list1))\n\n#Print the sum of this list.\nprint(sum(list2))\n\n#Print the sum of this list.\nprint(sum(list3))\n\n#Print the sum of this list.\nprint(sum(list4))\n\n#Print the sum of this list.\nprint(sum(list5))\n\n#Print the sum of this list.\nprint(sum(list6))\n\n#Print the sum of this list.\nprint(sum(list7))\n\n#Print the sum of this list.\nprint']"
35,"['Implement a function to return the characters shared between two words.', 'Implement a function to find the number of vowels in a string.', 'Find the shared characters of {s1} and {s2}, concatenate them into a string, and assign it to a variable named s.', 'Print the number of vowels in the variable s']","[{'s1': 'meaty', 's2': 'apple'}, {'s1': 'fan', 's2': 'forsook'}, {'s1': 'spout', 's2': 'shout'}, {'s1': 'happiness', 's2': 'fitness'}, {'s1': 'code', 's2': 'fork'}]","[2, 0, 2, 2, 1]",128.0,string,Vowel overlap,Find the number of overlaped vowels of two words.,36,"def vowel_overlap(s1,s2):","[""assert vowel_overlap('meaty','apple') == 2"", ""assert vowel_overlap('fan','forsook') == 0"", ""assert vowel_overlap('spout','shout') == 2"", ""assert vowel_overlap('happiness','fitness') == 2"", ""assert vowel_overlap('code','fork') == 1""]","['#Implement a function to return the characters shared between two words.\n#\n#Example:\n#\n#Input: ""catsanddog"", ""anddog""\n#Output: ""catsdog""\n#Note:\n#You may assume the string contains only lowercase letters.\n#\n#Follow up:\n#What if the inputs contain unicode characters? How would you adapt your solution to such case?\n\nclass Solution(object):\n    def commonChars(self, A, B):\n        """"""\n        :type A: str\n        :type B: str\n        :rtype: str\n        """"""\n        if not A or not B:\n            return """"\n        if len(A', ""#Implement a function to find the number of vowels in a string.\n\ndef count_vowels(string):\n    vowels = ['a', 'e', 'i', 'o', 'u']\n    count = 0\n    for letter in string:\n        if letter in vowels:\n            count += 1\n    return count\n\nprint(count_vowels('hello'))\nprint(count_vowels('hello world'))\nprint(count_vowels('hello world hello'))\nprint(count_vowels('hello world hello world'))\nprint(count_vowels('hello world hello world hello world'))\nprint(count_vowels('hello world hello"", '#Find the shared characters of {s1} and {s2}, concatenate them into a string, and assign it to a variable named s.\ns = s1 + s2\n\n#Print the string s.\nprint(s)\n\n#Print the length of s.\nprint(len(s))\n\n#Print the first character of s.\nprint(s[0])\n\n#Print the last character of s.\nprint(s[-1])\n\n#Print the character at index 1 of s.\nprint(s[1])\n\n#Print the character at index 10 of s.\nprint(s[10])\n\n#Print the character at index 100 of s.', ""#Print the number of vowels in the variable s\nprint(s.count('a'))\n\n#Print the number of vowels in the variable s\nprint(s.count('e'))\n\n#Print the number of vowels in the variable s\nprint(s.count('i'))\n\n#Print the number of vowels in the variable s\nprint(s.count('o'))\n\n#Print the number of vowels in the variable s\nprint(s.count('u'))\n\n#Print the number of vowels in the variable s\nprint(s.count('A'))\n\n#Print the number of vowels""]"
