,prompts,inputs,outputs,max_gen_length,category,name,description,id,signature,test_list,gen_code
22,"['Import numpy and initialize a numpy array named X with values {array}.', 'Write a function that can take a numpy array and return an array of same size consisting of samples with replacement from the input.', 'Call the function {n} times and stack the arrays into a new 2d array named ""samples"".', 'Calculate the mean of each element in variable ""sample"" and store the result to ""mean"".', 'Compute the 2.5 and 97.5 percentile of the variable mean and store the values into a new list named ""percentile"".', 'Print the variable ""percentile"".']","[{'array': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49], 'n': 1000}, {'array': 'consisting of 1000 randomly sampled integers ranging from 0 to 10', 'n': 1000}, {'array': 'consisting of 1000 randomly sampled integers ranging from 0 to 10', 'n': 10000}, {'array': 'consisting of 1000 uniformly sampled floats in [0, 1)', 'n': 1000}, {'array': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'n': 100}]","[[20.525, 28.575], [4.8025, 5.1975], [4.8025, 5.1975], [0.4825, 0.5175], [1, 1]]",128.0,data science,Bootstrap 95% CI,"Define an array, sample N times, calculate means, calculate the percentile.",23,"def bootstrap_95%_ci(array,n):","['assert bootstrap_95%_ci([0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49],1000) == [20.525, 28.575]', ""assert bootstrap_95%_ci('consisting of 1000 randomly sampled integers ranging from 0 to 10',1000) == [4.8025, 5.1975]"", ""assert bootstrap_95%_ci('consisting of 1000 randomly sampled integers ranging from 0 to 10',10000) == [4.8025, 5.1975]"", ""assert bootstrap_95%_ci('consisting of 1000 uniformly sampled floats in [0, 1)',1000) == [0.4825, 0.5175]"", 'assert bootstrap_95%_ci([1, 1, 1, 1, 1, 1, 1, 1, 1, 1],100) == [1, 1]']","['def bootstrap_95%_ci(array,n):\n\t#Import numpy and initialize a numpy array named X with values {array}.\n\timport numpy as np\n\tX = np.array(array)\n\tX = X.reshape(len(X),1)\n\tX = X.T\n\tX = X.T\n\tX = X.T\n\tX = X.T\n\tX = X.T\n\tX = X.T\n\tX = X.T\n\tX = X.T\n\tX = X.T\n\tX = X.T\n\tX = X.T\n\tX = X.T\n\tX = X.T\n\tX = X.T', 'def bootstrap_95%_ci(array,n):\n\t#Write a function that can take a numpy array and return an array of same size consisting of samples with replacement from the input.\n\tarray_size = len(array)\n\tarray_size_95 = int(array_size*0.95)\n\tarray_size_99 = int(array_size*0.99)\n\tarray_size_99_95 = int(array_size*0.9995)\n\tarray_size_99_99 = int(array_size*0.9999)\n\tarray_size_99_99_95 = int(array_size*0.99995', 'def bootstrap_95%_ci(array,n):\n\t#Call the function {n} times and stack the arrays into a new 2d array named ""samples"".\n\tsamples = np.zeros((n,len(array)))\n\tfor i in range(n):\n\t\tsamples[i,:] = array\n\tsamples = np.mean(samples,axis=0)\n\tsamples = np.std(samples,axis=0)', 'def bootstrap_95%_ci(array,n):\n\t#Calculate the mean of each element in variable ""sample"" and store the result to ""mean"".\n\tmean = np.mean(array)\n\tsample = np.random.choice(array,n,replace=True,p=[1-mean,mean])', 'def bootstrap_95%_ci(array,n):\n\t#Compute the 2.5 and 97.5 percentile of the variable mean and store the values into a new list named ""percentile"".\n\tpercentile = []\n\tfor i in range(n):\n\t\tpercentile.append(np.percentile(array,2.5))\n\tfor i in range(n):\n\t\tpercentile.append(np.percentile(array,97.5))', 'def bootstrap_95%_ci(array,n):\n\t#Print the variable ""percentile"".\n\tpercentile = np.percentile(array, 95)']"
23,"['Given two positive integers {a} and {b}, store the even single digits between a and b (inclusive) as ""my_digits"".', 'Assign the sum of the even digits to the variable ""result"".', 'Print the resulting number as integer.']","[{'a': 8, 'b': 2}, {'a': 2, 'b': 8}, {'a': 2, 'b': 6}, {'a': 132, 'b': 6}, {'a': 17, 'b': 96}]","[20, 20, 12, 14, 0]",128.0,math,Sum even digits,Sum even digits between two numbers.,24,"def sum_even_digits(a,b):","['assert sum_even_digits(8,2) == 20', 'assert sum_even_digits(2,8) == 20', 'assert sum_even_digits(2,6) == 12', 'assert sum_even_digits(132,6) == 14', 'assert sum_even_digits(17,96) == 0']","['def sum_even_digits(a,b):\n\t#Given two positive integers {a} and {b}, store the even single digits between a and b (inclusive) as ""my_digits"".\n\tmy_digits = []\n\tfor i in range(a,b+1):\n\t\tif i%10 == 0:\n\t\t\tmy_digits.append(i)', 'def sum_even_digits(a,b):\n\t#Assign the sum of the even digits to the variable ""result"".\n\tresult = 0\n\tfor i in range(len(a)):\n\t\tif a[i] % 2 == 0:\n\t\t\tresult += a[i]', 'def sum_even_digits(a,b):\n\t#Print the resulting number as integer.']"
24,"['Find the maximum element in the list {A} and assign it to variable ""my_max"".', 'Find the minimum element in the same list.', 'Compute the different between ""my_max"" and the minimum element.', 'Print the difference']","[{'A': [0, 4]}, {'A': [4, 0]}, {'A': [0]}, {'A': [0, 7, 6]}, {'A': [2, 4, 7, 20, 6]}]","[4, 4, 0, 7, 18]",128.0,array,Min-max diff,Compute the difference between maximum and minimum numbers in a list.,25,def min-max_diff(A):,"['assert min-max_diff([0, 4]) == 4', 'assert min-max_diff([4, 0]) == 4', 'assert min-max_diff([0]) == 0', 'assert min-max_diff([0, 7, 6]) == 7', 'assert min-max_diff([2, 4, 7, 20, 6]) == 18']","['def min-max_diff(A):\n\t#Find the maximum element in the list {A} and assign it to variable ""my_max"".\n\tmy_max = max(A)', 'def min-max_diff(A):\n\t#Find the minimum element in the same list.\n\tmin_val = A[0]\n\tfor i in range(1,len(A)):\n\t\tif A[i] < min_val:\n\t\t\tmin_val = A[i]\n\tmax_val = A[0]\n\tfor i in range(1,len(A)):\n\t\tif A[i] > max_val:\n\t\t\tmax_val = A[i]', 'def min-max_diff(A):\n\t#Compute the different between ""my_max"" and the minimum element.\n\tmy_max = max(A)\n\tmin_element = min(A)', 'def min-max_diff(A):\n\t#Print the difference between the minimum and maximum values in the array']"
25,"['Assign the string ""{A}"" to a variable named ""my_string"".', 'Lowercase the given string ""my_string"".', 'Assign the distinct characters of the string to a variable named ""chars"".', 'Sort these characters in alphabetical order.', 'Print the resulting list of characters.']","[{'A': 'abcde'}, {'A': 'abcdecadeCADE'}, {'A': 'aaaaAAAAaaaa'}, {'A': 'Jerry jERRY JeRRRY'}, {'A': 'ddddc'}]","[['a', 'b', 'c', 'd', 'e'], ['a', 'b', 'c', 'd', 'e'], ['a'], [' ', 'e', 'j', 'r', 'y'], ['c', 'd']]",128.0,string,Distinct chars,"Print the sorted, case-insensitive unique characters of a string.",26,def distinct_chars(A):,"[""assert distinct_chars('abcde') == ['a', 'b', 'c', 'd', 'e']"", ""assert distinct_chars('abcdecadeCADE') == ['a', 'b', 'c', 'd', 'e']"", ""assert distinct_chars('aaaaAAAAaaaa') == ['a']"", ""assert distinct_chars('Jerry jERRY JeRRRY') == [' ', 'e', 'j', 'r', 'y']"", ""assert distinct_chars('ddddc') == ['c', 'd']""]","['def distinct_chars(A):\n\t#Assign the string ""{A}"" to a variable named ""my_string"".\n\tmy_string = A\n\tmy_string = my_string.lower()\n\tmy_string = my_string.replace("" "", """")\n\tmy_string = my_string.replace(""\\n"", """")\n\tmy_string = my_string.replace(""\\t"", """")\n\tmy_string = my_string.replace(""\\r"", """")\n\tmy_string = my_string.replace(""\\0"", """")\n\tmy_string = my_string.replace(""\\x00"", """")\n\tmy_string = my_string.replace(""\\x01"", """")', 'def distinct_chars(A):\n\t#Lowercase the given string ""my_string"".\n\tA = A.lower()', 'def distinct_chars(A):\n\t#Assign the distinct characters of the string to a variable named ""chars"".\n\tchars = set(A)', 'def distinct_chars(A):\n\t#Sort these characters in alphabetical order.\n\tA.sort()\n\tdistinct_chars = []\n\tfor i in range(len(A)):\n\t\tif A[i] not in distinct_chars:\n\t\t\tdistinct_chars.append(A[i])', 'def distinct_chars(A):\n\t#Print the resulting list of characters.']"
26,"['Create two variables ""a"" and ""b"" for the strings ""{A}"" and ""{B}"", respectively.', 'Define a function ""len_str"" that returns the length of a string.', 'Assign the length of each string to a seperate variable.', 'Assign the longer string to the variable ""result"".', 'Print the resulting string.']","[{'A': 'abcde', 'B': 'ab'}, {'A': 'ab', 'B': 'abcde'}, {'A': 'a', 'B': 'aa'}, {'A': 'aaaaaaaaaa', 'B': 'cdeee'}, {'A': 'f', 'B': 'gg'}]","['abcde', 'abcde', 'aa', 'aaaaaaaaaa', 'gg']",128.0,string,Longer string,Compare and print the longer string given two strings.,27,"def longer_string(A,B):","[""assert longer_string('abcde','ab') == 'abcde'"", ""assert longer_string('ab','abcde') == 'abcde'"", ""assert longer_string('a','aa') == 'aa'"", ""assert longer_string('aaaaaaaaaa','cdeee') == 'aaaaaaaaaa'"", ""assert longer_string('f','gg') == 'gg'""]","['def longer_string(A,B):\n\t#Create two variables ""a"" and ""b"" for the strings ""{A}"" and ""{B}"", respectively.\n\ta = A\n\tb = B\n\tif len(a) > len(b):\n\t\ta,b = b,a', 'def longer_string(A,B):\n\t#Define a function ""len_str"" that returns the length of a string.\n\tdef len_str(s):', 'def longer_string(A,B):\n\t#Assign the length of each string to a seperate variable.\n\tlength_A = len(A)\n\tlength_B = len(B)\n\tif length_A > length_B:\n\telse:', 'def longer_string(A,B):\n\t#Assign the longer string to the variable ""result"".\n\tresult = """"\n\tfor i in range(len(A)):\n\t\tif A[i] > B[i]:\n\t\t\tresult += A[i]\n\t\telse:\n\t\t\tresult += B[i]', 'def longer_string(A,B):\n\t#Print the resulting string.']"
27,"['Assign the positive floating point number {A} to a variable ""f"".', 'Compute the integer part of the number as variable ""a"".', 'Assign the digits of the fractional part of the floating point number to an integer variable ""b"".', 'Add them together and print the result.']","[{'A': 17.82}, {'A': 1.1}, {'A': 1000000.0000001}, {'A': 0.0101}, {'A': 100.5}]","[99, 2, 1000001, 101, 105]",128.0,math,Sum float digits,Sum numbers before an after the decimal point of a float.,28,def sum_float_digits(A):,"['assert sum_float_digits(17.82) == 99', 'assert sum_float_digits(1.1) == 2', 'assert sum_float_digits(1000000.0000001) == 1000001', 'assert sum_float_digits(0.0101) == 101', 'assert sum_float_digits(100.5) == 105']","['def sum_float_digits(A):\n\t#Assign the positive floating point number {A} to a variable ""f"".\n\tf = A\n\tsum = 0\n\twhile f > 0:\n\t\tsum += f % 10\n\t\tf //= 10', 'def sum_float_digits(A):\n\t#Compute the integer part of the number as variable ""a"".\n\ta = int(A)\n\tif a == 0:\n\telse:', 'def sum_float_digits(A):\n\t#Assign the digits of the fractional part of the floating point number to an integer variable ""b"".\n\tb = int(A.split(""."")[1])\n\tif b == 0:\n\telse:', 'def sum_float_digits(A):\n\t#Add them together and print the result.\n\tsum = 0\n\tfor i in range(len(A)):\n\t\tsum += A[i]']"
28,"['Assign the string value {s} to a variable ""my_string"".', 'Lowercase the defined string.', 'Count the number of vowels', 'Print out the number']","[{'s': 'CelebrAtion'}, {'s': 'PaLm'}, {'s': 'PrEdictiOn'}, {'s': ''}, {'s': 'ABC'}]","[5, 1, 4, 0, 1]",128.0,string,Count vowels,Count the number of vowels in a string.,29,def count_vowels(s):,"[""assert count_vowels('CelebrAtion') == 5"", ""assert count_vowels('PaLm') == 1"", ""assert count_vowels('PrEdictiOn') == 4"", ""assert count_vowels('') == 0"", ""assert count_vowels('ABC') == 1""]","['def count_vowels(s):\n\t#Assign the string value {s} to a variable ""my_string"".\n\tmy_string = s\n\tvowels = 0\n\tfor letter in my_string:\n\t\tif letter in ""aeiou"":\n\t\t\tvowels += 1', ""def count_vowels(s):\n\t#Lowercase the defined string.\n\ts = s.lower()\n\tvowels = ['a', 'e', 'i', 'o', 'u']\n\tcount = 0\n\tfor i in s:\n\t\tif i in vowels:\n\t\t\tcount += 1"", ""def count_vowels(s):\n\t#Count the number of vowels in the string\n\tvowels = 0\n\tfor letter in s:\n\t\tif letter in 'aeiou':\n\t\t\tvowels += 1"", ""def count_vowels(s):\n\t#Print out the number of vowels in the string\n\tvowels = 0\n\tfor i in range(len(s)):\n\t\tif s[i] in 'aeiouAEIOU':\n\t\t\tvowels += 1""]"
29,"['Assign the positive integer {n} to a variable ""f"".', 'Create a list from 1 to ""f"" (inclusive).', 'Create and initialize a variable named ""factorial"".', 'Compute the product of all the values in the list and assign the product to ""factorial"".', 'Print out the variable ""factorial"".']","[{'n': 2}, {'n': 4}, {'n': 10}, {'n': 1}, {'n': 5}]","[2, 24, 3628800, 1, 120]",128.0,math,Factorial,Compute the factorial of n.,30,def factorial(n):,"['assert factorial(2) == 2', 'assert factorial(4) == 24', 'assert factorial(10) == 3628800', 'assert factorial(1) == 1', 'assert factorial(5) == 120']","['def factorial(n):\n\t#Assign the positive integer {n} to a variable ""f"".\n\tf = 1\n\tfor i in range(1, n+1):\n\t\tf *= i', 'def factorial(n):\n\t#Create a list from 1 to ""f"" (inclusive).\n\tf = [1]\n\tfor i in range(2, n+1):\n\t\tf.append(f[i-1] * i)', 'def factorial(n):\n\t#Create and initialize a variable named ""factorial"".\n\tfactorial = 1\n\tfor i in range(1, n+1):\n\t\tfactorial = factorial * i', 'def factorial(n):\n\t#Compute the product of all the values in the list and assign the product to ""factorial"".\n\tfactorial = 1\n\tfor i in range(1, n+1):\n\t\tfactorial *= i', 'def factorial(n):\n\t#Print out the variable ""factorial"".']"
30,"['Given two positive integers, {a} {b}, which are the lengths of two edges of a triangle, compute the sum of the two edges and store it in a variable ""two-edges"".', 'Compute the maximum length of the third edge by substracting 1 from ""two-edges"" and store the value in a variable ""maximum-edge"".', 'Compute the minimum length of the third edge and store the value in a variable ""minimum-edge"".', 'Assign value of maximum-edge and minimum-edge to a tuple named ""my_tuple"".', 'Print the variable ""my_tuple"".']","[{'a': 8, 'b': 9}, {'a': 5, 'b': 7}, {'a': 9, 'b': 2}, {'a': 1, 'b': 1}, {'a': 1000, 'b': 1000}]","[[17, 2], [11, 3], [10, 8], [1, 1], [1999, 1]]",128.0,math,Max edge triangle,Finds the maximum range of a triangle's third edge.,31,"def max_edge_triangle(a,b):","['assert max_edge_triangle(8,9) == [17, 2]', 'assert max_edge_triangle(5,7) == [11, 3]', 'assert max_edge_triangle(9,2) == [10, 8]', 'assert max_edge_triangle(1,1) == [1, 1]', 'assert max_edge_triangle(1000,1000) == [1999, 1]']","['def max_edge_triangle(a,b):\n\t#Given two positive integers, {a} {b}, which are the lengths of two edges of a triangle, compute the sum of the two edges and store it in a variable ""two-edges"".\n\ttwo_edges = a + b', 'def max_edge_triangle(a,b):\n\t#Compute the maximum length of the third edge by substracting 1 from ""two-edges"" and store the value in a variable ""maximum-edge"".\n\tmaximum_edge = 1 - (a + b)', 'def max_edge_triangle(a,b):\n\t#Compute the minimum length of the third edge and store the value in a variable ""minimum-edge"".\n\tminimum_edge = min(a,b)', 'def max_edge_triangle(a,b):\n\t#Assign value of maximum-edge and minimum-edge to a tuple named ""my_tuple"".\n\tmy_tuple = (a,b)\n\tif a>b:\n\t\tmy_tuple = (b,a)\n\tif a==b:\n\t\tmy_tuple = (a,a)\n\tif a<b:\n\t\tmy_tuple = (b,a)', 'def max_edge_triangle(a,b):\n\t#Print the variable ""my_tuple"".\n\tmy_tuple = (a,b)']"
31,"['Compute factorial', 'Implement a function to compute the remainder when dividing a number by 10', 'Print out the remainder when dividing the factorial of {n} by 10']","[{'n': 2}, {'n': 4}, {'n': 10}, {'n': 1}, {'n': 5}]","[2, 4, 0, 1, 0]",128.0,math,Factorial and remainder,Compute the factorial and its remainder when divided.,32,def factorial_and_remainder(n):,"['assert factorial_and_remainder(2) == 2', 'assert factorial_and_remainder(4) == 4', 'assert factorial_and_remainder(10) == 0', 'assert factorial_and_remainder(1) == 1', 'assert factorial_and_remainder(5) == 0']","['def factorial_and_remainder(n):\n\t#Compute factorial and remainder\n\tfact = 1\n\trem = 0\n\twhile n > 0:\n\t\tfact *= n\n\t\trem += n\n\t\tn -= 1', 'def factorial_and_remainder(n):\n\t#Implement a function to compute the remainder when dividing a number by 10 and then multiplying it by 10.\n\tif n == 0:\n\telif n == 1:\n\telse:', 'def factorial_and_remainder(n):\n\t#Print out the remainder when dividing the factorial of {n} by 10.\n\tif n == 0:\n\t\treturn 0, 0\n\telif n == 1:\n\t\treturn 1, 0\n\telse:\n\t\treturn n % 10, n // 10']"
32,"['Given a positive integer {n} and create a variable named ""n"" with this value', 'Compute the the total sum of internal angles in degrees of a regular-polygon with ""n"" sides', 'Convert the angle from degrees to radians', 'Round the angle to have two decimal digits', 'Print out the angle']","[{'n': 3}, {'n': 4}, {'n': 1000}, {'n': 10}, {'n': 100}]","[3.14, 6.28, 3135.31, 25.13, 307.88]",128.0,math,Sum polygon angles,Sum the angles in a polygon.,33,def sum_polygon_angles(n):,"['assert sum_polygon_angles(3) == 3.14', 'assert sum_polygon_angles(4) == 6.28', 'assert sum_polygon_angles(1000) == 3135.31', 'assert sum_polygon_angles(10) == 25.13', 'assert sum_polygon_angles(100) == 307.88']","['def sum_polygon_angles(n):\n\t#Given a positive integer {n} and create a variable named ""n"" with this value.\n\tn = int(n)\n\tsum = 0\n\tfor i in range(n):\n\t\tsum += i', 'def sum_polygon_angles(n):\n\t#Compute the the total sum of internal angles in degrees of a regular-polygon with ""n"" sides', 'def sum_polygon_angles(n):\n\t#Convert the angle from degrees to radians\n\tangle = n * math.pi / 180', 'def sum_polygon_angles(n):\n\t#Round the angle to have two decimal digits', 'def sum_polygon_angles(n):\n\t#Print out the angle of the polygon\n\treturn n.area']"
33,"['Assign two strings {s1} and {s2} to the variable named s1 and the variable named s2 respectively', 'Convert s1 and s2 to integers', 'Compute the sum of the two integers and store it as the variable s', 'Print out the variable s']","[{'s1': '111', 's2': '222'}, {'s1': '2', 's2': '4'}, {'s1': '0', 's2': '12'}, {'s1': '50', 's2': '100'}, {'s1': '10000', 's2': '1'}]","[333, 6, 12, 150, 10001]",128.0,string,Sum string numbers,Add together two numbers represented in string.,34,"def sum_string_numbers(s1,s2):","['assert sum_string_numbers(111,222) == 333', 'assert sum_string_numbers(2,4) == 6', 'assert sum_string_numbers(0,12) == 12', 'assert sum_string_numbers(50,100) == 150', 'assert sum_string_numbers(10000,1) == 10001']","['def sum_string_numbers(s1,s2):\n\t#Assign two strings {s1} and {s2} to the variable named s1 and the variable named s2 respectively.\n\ts1 = s1.split()\n\ts2 = s2.split()\n\ts1 = [int(i) for i in s1]\n\ts2 = [int(i) for i in s2]\n\ts1.sort()\n\ts2.sort()\n\ts1.append(0)\n\ts2.append(0)\n\ts1.append(0)\n\ts2.append(0)\n\ts1.append(0)\n\ts2.append(0)\n\ts1.append(', 'def sum_string_numbers(s1,s2):\n\t#Convert s1 and s2 to integers\n\ts1 = int(s1)\n\ts2 = int(s2)', 'def sum_string_numbers(s1,s2):\n\t#Compute the sum of the two integers and store it as the variable s3\n\ts3 = int(s1) + int(s2)', 'def sum_string_numbers(s1,s2):\n\t#Print out the variable s1 and s2']"
34,"['Initialize the variable named lst with an integer list {l}.', 'Find the maximum of the variable lst and assign it to a variable named ma.', 'Find the minimum of the variable lst and assign to a variable named mi.', 'Create a list from mi and ma (inclusive).', 'Print the sum of this list.']","[{'l': [4, 3, 8, 2]}, {'l': [17, 16, 15, 10, 11, 12]}, {'l': [1, 2]}, {'l': [10]}, {'l': [1, 100]}]","[35, 108, 3, 10, 5050]",128.0,array,Min-max sum,Sum the range from the minimum to the maximum of a list.,35,def min-max_sum(l):,"['assert min-max_sum([4, 3, 8, 2]) == 35', 'assert min-max_sum([17, 16, 15, 10, 11, 12]) == 108', 'assert min-max_sum([1, 2]) == 3', 'assert min-max_sum([10]) == 10', 'assert min-max_sum([1, 100]) == 5050']","['def min-max_sum(l):\n\t#Initialize the variable named lst with an integer list {l}.\n\tlst = [int(i) for i in l]\n\tmin_sum = max_sum = lst[0]\n\tfor i in lst:\n\t\tmin_sum = min(min_sum, i)\n\t\tmax_sum = max(max_sum, i)', 'def min-max_sum(l):\n\t#Find the maximum of the variable lst and assign it to a variable named ma.\n\tma = max(l)', 'def min-max_sum(l):\n\t#Find the minimum of the variable lst and assign to a variable named mi.\n\tmi = min(l)', 'def min-max_sum(l):\n\t#Create a list from mi and ma (inclusive).\n\tmi = min(l)\n\tma = max(l)', 'def min-max_sum(l):\n\t#Print the sum of this list.\n\tmin_val = min(l)\n\tmax_val = max(l)\n\treturn min_val, max_val']"
35,"['Implement a function to return the characters shared between two words.', 'Implement a function to find the number of vowels in a string.', 'Find the shared characters of {s1} and {s2}, concatenate them into a string, and assign it to a variable named s.', 'Print the number of vowels in the variable s']","[{'s1': 'meaty', 's2': 'apple'}, {'s1': 'fan', 's2': 'forsook'}, {'s1': 'spout', 's2': 'shout'}, {'s1': 'happiness', 's2': 'fitness'}, {'s1': 'code', 's2': 'fork'}]","[2, 0, 2, 2, 1]",128.0,string,Vowel overlap,Find the number of overlaped vowels of two words.,36,"def vowel_overlap(s1,s2):","[""assert vowel_overlap('meaty','apple') == 2"", ""assert vowel_overlap('fan','forsook') == 0"", ""assert vowel_overlap('spout','shout') == 2"", ""assert vowel_overlap('happiness','fitness') == 2"", ""assert vowel_overlap('code','fork') == 1""]","['def vowel_overlap(s1,s2):\n\t#Implement a function to return the characters shared between two words.\n\ts1 = s1.lower()\n\ts2 = s2.lower()\n\ts1_vowels = set(s1)\n\ts2_vowels = set(s2)', ""def vowel_overlap(s1,s2):\n\t#Implement a function to find the number of vowels in a string.\n\tvowels = ['a','e','i','o','u']\n\tcount = 0\n\tfor i in range(len(s1)):\n\t\tif s1[i] in vowels and s2[i] in vowels:\n\t\t\tcount += 1"", 'def vowel_overlap(s1,s2):\n\t#Find the shared characters of {s1} and {s2}, concatenate them into a string, and assign it to a variable named s.\n\ts = s1 + s2\n\ts = s.replace("" "","""")\n\ts = s.replace(""  "","""")\n\ts = s.replace(""  "","""")\n\ts = s.replace(""  "","""")\n\ts = s.replace(""  "","""")\n\ts = s.replace(""  "","""")\n\ts = s.replace(""  "","""")\n\ts = s.replace(""  "","""")\n\ts = s.replace(""  "","""")\n\ts = s.replace(""  "","""")\n\ts = s.replace(""  "",""', ""def vowel_overlap(s1,s2):\n\t#Print the number of vowels in the variable s1\n\tvowels = 0\n\tfor i in range(len(s1)):\n\t\tif s1[i] in 'aeiou':\n\t\t\tvowels += 1\n\tif vowels == 0:\n\telse:""]"
36,"['Given a list of integers {l}, assign the list to a varialbe named lst1.', 'Find the negative numbers of the list and assign it to a new variable named lst2', 'Compute the sum of numbers in lst2', 'Print out the sum']","[{'l': [-1, -2, 0, 1, 5]}, {'l': [5, 2, 0, 5, 10]}, {'l': [-100, -20, -3, 0, 0]}, {'l': [-23, -2, -5, 1000, 23, -10, -100, -10]}, {'l': [5, 1000, 0, 1, 0, 0, 0, 1, 1]}]","[-3, 0, -123, -150, 0]",128.0,math,Sum neg,Sum of negative numbers in a list.,37,def sum_neg(l):,"['assert sum_neg([-1, -2, 0, 1, 5]) == -3', 'assert sum_neg([5, 2, 0, 5, 10]) == 0', 'assert sum_neg([-100, -20, -3, 0, 0]) == -123', 'assert sum_neg([-23, -2, -5, 1000, 23, -10, -100, -10]) == -150', 'assert sum_neg([5, 1000, 0, 1, 0, 0, 0, 1, 1]) == 0']","['def sum_neg(l):\n\t#Given a list of integers {l}, assign the list to a varialbe named lst1.\n\tlst1 = []\n\tfor i in l:\n\t\tif i < 0:\n\t\t\tlst1.append(i)', 'def sum_neg(l):\n\t#Find the negative numbers of the list and assign it to a new variable named lst2\n\tlst2 = [x for x in l if x < 0]', 'def sum_neg(l):\n\t#Compute the sum of numbers in lst2', 'def sum_neg(l):\n\t#Print out the sum of all negative numbers in the list\n\tsum = 0\n\tfor i in l:\n\t\tif i < 0:\n\t\t\tsum += i\n\treturn sum']"
37,"['Import the pandas library.', 'Read a dataframe ""df"" from the csv file located in ""./datasets/mlbootcamp5_train.csv"".', 'Group by the column ""gender"" and assign the value counts for ""{a1}"" to a variable named ""my_counts"".', 'Assign the attribute ""values"" of this variable and to a new variable named ""plain_list"".', 'Print the maximum element of this list.']","[{'a1': 'alco'}, {'a1': 'age'}, {'a1': 'smoke'}, {'a1': 'active'}, {'a1': 'weight'}]","[44369, 25, 44717, 36516, 2770]",128.0,data science,Load dataset,Load from a file and print statistics.,38,def load_dataset(a1):,"[""assert load_dataset('alco') == 44369"", ""assert load_dataset('age') == 25"", ""assert load_dataset('smoke') == 44717"", ""assert load_dataset('active') == 36516"", ""assert load_dataset('weight') == 2770""]","['def load_dataset(a1):\n\t#Import the pandas library.\n\timport pandas as pd\n\timport numpy as np\n\timport matplotlib.pyplot as plt\n\timport seaborn as sns\n\timport os\n\timport sys\n\timport glob\n\timport re\n\timport random\n\timport string\n\timport time\n\timport datetime\n\timport math\n\timport copy\n\timport warnings\n\timport itertools\n\timport operator\n\timport functools\n\timport operator\n\timport itertools\n\timport operator\n\timport functools\n\timport operator\n\timport functools\n\timport operator\n\timport functools\n\timport operator\n\timport functools\n\timport operator', 'def load_dataset(a1):\n\t#Read a dataframe ""df"" from the csv file located in ""./datasets/mlbootcamp5_train.csv"".\n\tdf = pd.read_csv(a1)\n\tdf.head()\n\tdf.info()\n\tdf.describe()\n\tdf.shape\n\tdf.columns\n\tdf.isnull().sum()\n\tdf.isnull().sum()\n\tdf.isnull().sum()\n\tdf.isnull().sum()\n\tdf.isnull().sum()\n\tdf.isnull().sum()\n\tdf.isnull().sum()\n\tdf.isnull().sum()\n\tdf.isnull().sum()\n\tdf.isnull().sum()\n\tdf.isnull().sum', 'def load_dataset(a1):\n\t#Group by the column ""gender"" and assign the value counts for ""{a1}"" to a variable named ""my_counts"".\n\tmy_counts = a1.groupby(""gender"").count()', 'def load_dataset(a1):\n\t#Assign the attribute ""values"" of this variable and to a new variable named ""plain_list"".\n\tplain_list = a1.values', 'def load_dataset(a1):\n\t#Print the maximum element of this list.']"
